x,y,Dataset,Delay,Freq,Time
0.877643088642079,0.9982053922996224,Lemon,1,3,0.304
0.9982053922996224,1.255078578886295,Lemon,1,3,0.308
1.255078578886295,1.539002908473392,Lemon,1,3,0.312
1.539002908473392,1.5972423602050578,Lemon,1,3,0.316
1.5972423602050578,1.4020610680581516,Lemon,1,3,0.32
1.4020610680581516,1.120808388812319,Lemon,1,3,0.324
1.120808388812319,0.7618064719734764,Lemon,1,3,0.328
0.7618064719734764,0.24775136289327646,Lemon,1,3,0.332
0.24775136289327646,-0.3849976408644113,Lemon,1,3,0.336
-0.3849976408644113,-1.0616426072182326,Lemon,1,3,0.34
-1.0616426072182326,-1.7001396406491893,Lemon,1,3,0.344
-1.7001396406491893,-2.1967251193379274,Lemon,1,3,0.348
-2.1967251193379274,-2.4946301562672275,Lemon,1,3,0.352
-2.4946301562672275,-2.6237183758409612,Lemon,1,3,0.356
-2.6237183758409612,-2.6400049854931686,Lemon,1,3,0.36
-2.6400049854931686,-2.599588771675632,Lemon,1,3,0.364
-2.599588771675632,-2.5231272029403766,Lemon,1,3,0.368
-2.5231272029403766,-2.46574608352477,Lemon,1,3,0.372
-2.46574608352477,-2.49551584731961,Lemon,1,3,0.376
-2.49551584731961,-2.578112492128878,Lemon,1,3,0.38
-2.578112492128878,-2.5753470364868396,Lemon,1,3,0.384
-2.5753470364868396,-2.3666273740236496,Lemon,1,3,0.388
-2.3666273740236496,-1.9502744965196903,Lemon,1,3,0.392
-1.9502744965196903,-1.402791339727471,Lemon,1,3,0.396
-1.402791339727471,-0.8885687186287302,Lemon,1,3,0.4
-0.8885687186287302,-0.518815833872795,Lemon,1,3,0.404
-0.518815833872795,-0.3382976830046307,Lemon,1,3,0.408
-0.3382976830046307,-0.35075909133588956,Lemon,1,3,0.412
-0.35075909133588956,-0.4248726193616961,Lemon,1,3,0.416
-0.4248726193616961,-0.5084030775666057,Lemon,1,3,0.42
-0.5084030775666057,-0.6248051633618941,Lemon,1,3,0.424
-0.6248051633618941,-0.7050157096605761,Lemon,1,3,0.428
-0.7050157096605761,-0.7021843795275627,Lemon,1,3,0.432
-0.7021843795275627,-0.5780362123262576,Lemon,1,3,0.436
-0.5780362123262576,-0.3200806470523527,Lemon,1,3,0.44
-0.3200806470523527,0.037811722128779326,Lemon,1,3,0.444
0.037811722128779326,0.4334686116700901,Lemon,1,3,0.448
0.4334686116700901,0.7559625347145841,Lemon,1,3,0.452
0.7559625347145841,0.956156010989635,Lemon,1,3,0.456
0.956156010989635,1.0513739178711845,Lemon,1,3,0.46
1.0513739178711845,1.017755973956916,Lemon,1,3,0.464
1.017755973956916,0.8297497793150881,Lemon,1,3,0.468
0.8297497793150881,0.49364024309941956,Lemon,1,3,0.472
0.49364024309941956,0.0029072313440959255,Lemon,1,3,0.476
0.0029072313440959255,-0.5599625662859543,Lemon,1,3,0.48
-0.5599625662859543,-1.0997490137841142,Lemon,1,3,0.484
-1.0997490137841142,-1.551751013402981,Lemon,1,3,0.488
-1.551751013402981,-1.8084113118163707,Lemon,1,3,0.492
-1.8084113118163707,-1.8255845002220075,Lemon,1,3,0.496
-1.8255845002220075,-1.6836519040229687,Lemon,1,3,0.5
-1.6836519040229687,-1.466394862532876,Lemon,1,3,0.504
-1.466394862532876,-1.2196505530417288,Lemon,1,3,0.508
-1.2196505530417288,-0.9531103097949039,Lemon,1,3,0.512
-0.9531103097949039,-0.6462675856320202,Lemon,1,3,0.516
-0.6462675856320202,-0.3597878039467743,Lemon,1,3,0.52
-0.3597878039467743,-0.1825594427547717,Lemon,1,3,0.524
-0.1825594427547717,-0.12889778012660208,Lemon,1,3,0.528
-0.12889778012660208,-0.0880393993601094,Lemon,1,3,0.532
-0.0880393993601094,0.0676157669168736,Lemon,1,3,0.536
0.0676157669168736,0.30681507511341194,Lemon,1,3,0.54
0.30681507511341194,0.4867330625502683,Lemon,1,3,0.544
0.4867330625502683,0.6635892195445455,Lemon,1,3,0.548
0.6635892195445455,0.9910974127424971,Lemon,1,3,0.552
0.9910974127424971,1.437205675325814,Lemon,1,3,0.556
1.437205675325814,1.96885285068533,Lemon,1,3,0.56
1.96885285068533,2.4602891801902342,Lemon,1,3,0.564
2.4602891801902342,2.6585397949352503,Lemon,1,3,0.568
2.6585397949352503,2.4966615884489394,Lemon,1,3,0.572
2.4966615884489394,2.1844648241753823,Lemon,1,3,0.576
2.1844648241753823,1.9300418910871564,Lemon,1,3,0.58
1.9300418910871564,1.7256277398293765,Lemon,1,3,0.584
1.7256277398293765,1.465502522847085,Lemon,1,3,0.588
1.465502522847085,1.095924235543159,Lemon,1,3,0.592
1.095924235543159,0.725142363556448,Lemon,1,3,0.596
0.725142363556448,0.47537989917248613,Lemon,1,3,0.6
0.47537989917248613,0.33735227956764047,Lemon,1,3,0.604
0.33735227956764047,0.3151307131807733,Lemon,1,3,0.608
0.3151307131807733,0.40952136666920197,Lemon,1,3,0.612
0.40952136666920197,0.5413363880400927,Lemon,1,3,0.616
0.5413363880400927,0.6164720557578175,Lemon,1,3,0.62
0.6164720557578175,0.5412080541174549,Lemon,1,3,0.624
0.5412080541174549,0.2906686817668238,Lemon,1,3,0.628
0.2906686817668238,-0.09744459909552734,Lemon,1,3,0.632
-0.09744459909552734,-0.5722982047215479,Lemon,1,3,0.636
-0.5722982047215479,-0.9687636471108031,Lemon,1,3,0.64
-0.9687636471108031,-1.0696404619047464,Lemon,1,3,0.644
-1.0696404619047464,-0.8651621462358086,Lemon,1,3,0.648
-0.8651621462358086,-0.524629229728742,Lemon,1,3,0.652
-0.524629229728742,-0.12876190282706412,Lemon,1,3,0.656
-0.12876190282706412,0.30982452576890557,Lemon,1,3,0.66
0.30982452576890557,0.7332228312173465,Lemon,1,3,0.664
0.7332228312173465,1.1645841336621634,Lemon,1,3,0.668
1.1645841336621634,1.6840471754167206,Lemon,1,3,0.672
1.6840471754167206,2.148996704047605,Lemon,1,3,0.676
2.148996704047605,2.3369111840089154,Lemon,1,3,0.68
2.3369111840089154,2.2010853324877844,Lemon,1,3,0.684
2.2010853324877844,1.8616812535318583,Lemon,1,3,0.688
1.8616812535318583,1.5228507377009834,Lemon,1,3,0.692
1.5228507377009834,1.271291495796993,Lemon,1,3,0.696
1.271291495796993,1.171668832299315,Lemon,1,3,0.7
1.171668832299315,1.2276082807163087,Lemon,1,3,0.704
1.2276082807163087,1.2710692301054085,Lemon,1,3,0.708
1.2710692301054085,1.2676775064848365,Lemon,1,3,0.712
1.2676775064848365,1.2275641891540974,Lemon,1,3,0.716
1.2275641891540974,1.047407316555198,Lemon,1,3,0.72
1.047407316555198,0.7085993745972512,Lemon,1,3,0.724
0.7085993745972512,0.29173396101709187,Lemon,1,3,0.728
0.29173396101709187,-0.13964508801588535,Lemon,1,3,0.732
-0.13964508801588535,-0.6037305103103586,Lemon,1,3,0.736
-0.6037305103103586,-1.1340669426977226,Lemon,1,3,0.74
-1.1340669426977226,-1.6697177667885117,Lemon,1,3,0.744
-1.6697177667885117,-2.138043522800722,Lemon,1,3,0.748
-2.138043522800722,-2.500554960135135,Lemon,1,3,0.752
-2.500554960135135,-2.738637503931951,Lemon,1,3,0.756
-2.738637503931951,-2.9337826906751063,Lemon,1,3,0.76
-2.9337826906751063,-3.082685820864763,Lemon,1,3,0.764
-3.082685820864763,-3.0350029328504338,Lemon,1,3,0.768
-3.0350029328504338,-2.7682167856027236,Lemon,1,3,0.772
-2.7682167856027236,-2.4538732289755303,Lemon,1,3,0.776
-2.4538732289755303,-2.1690248220942188,Lemon,1,3,0.78
-2.1690248220942188,-1.8134590906143269,Lemon,1,3,0.784
-1.8134590906143269,-1.3589205766547334,Lemon,1,3,0.788
-1.3589205766547334,-0.8320819549830508,Lemon,1,3,0.792
-0.8320819549830508,-0.25333493217325,Lemon,1,3,0.796
-0.25333493217325,0.2596107243009124,Lemon,1,3,0.8
0.2596107243009124,0.6194670606634571,Lemon,1,3,0.804
0.6194670606634571,0.9107037240715093,Lemon,1,3,0.808
0.9107037240715093,1.1516204623227102,Lemon,1,3,0.812
1.1516204623227102,1.3035928692274363,Lemon,1,3,0.816
1.3035928692274363,1.429243897521503,Lemon,1,3,0.82
1.429243897521503,1.5332158873464514,Lemon,1,3,0.824
1.5332158873464514,1.5535848207464609,Lemon,1,3,0.828
1.5535848207464609,1.424912231570212,Lemon,1,3,0.832
1.424912231570212,1.1234052395507832,Lemon,1,3,0.836
1.1234052395507832,0.6665558102290806,Lemon,1,3,0.84
0.6665558102290806,0.11407271794157749,Lemon,1,3,0.844
0.11407271794157749,-0.34617900463984363,Lemon,1,3,0.848
-0.34617900463984363,-0.5720236043243545,Lemon,1,3,0.852
-0.5720236043243545,-0.6398671393180149,Lemon,1,3,0.856
-0.6398671393180149,-0.7632796920585818,Lemon,1,3,0.86
-0.7632796920585818,-1.0339626150947978,Lemon,1,3,0.864
-1.0339626150947978,-1.3493508914422505,Lemon,1,3,0.868
-1.3493508914422505,-1.5095693443690903,Lemon,1,3,0.872
-1.5095693443690903,-1.3674459313377623,Lemon,1,3,0.876
-1.3674459313377623,-1.0612798060446313,Lemon,1,3,0.88
-1.0612798060446313,-0.7673829533843259,Lemon,1,3,0.884
-0.7673829533843259,-0.5582159130152974,Lemon,1,3,0.888
-0.5582159130152974,-0.4591649485373307,Lemon,1,3,0.892
-0.4591649485373307,-0.3532140494661031,Lemon,1,3,0.896
-0.3532140494661031,-0.16709995798806193,Lemon,1,3,0.9
-0.16709995798806193,0.08223886173657809,Lemon,1,3,0.904
0.08223886173657809,0.3574055572800147,Lemon,1,3,0.908
0.3574055572800147,0.568284297075796,Lemon,1,3,0.912
0.568284297075796,0.591565995092623,Lemon,1,3,0.916
0.591565995092623,0.46190354765805525,Lemon,1,3,0.92
0.46190354765805525,0.3227623371407229,Lemon,1,3,0.924
0.3227623371407229,0.18562111828213212,Lemon,1,3,0.928
0.18562111828213212,0.07778055604577597,Lemon,1,3,0.932
0.07778055604577597,0.1020371943516654,Lemon,1,3,0.936
0.1020371943516654,0.23392706986398815,Lemon,1,3,0.94
0.23392706986398815,0.30858810315917423,Lemon,1,3,0.944
0.30858810315917423,0.25339384431421436,Lemon,1,3,0.948
0.25339384431421436,0.1870492872072544,Lemon,1,3,0.952
0.1870492872072544,0.31407161093550695,Lemon,1,3,0.956
0.31407161093550695,0.6110736797676225,Lemon,1,3,0.96
0.6110736797676225,0.8572144643615177,Lemon,1,3,0.964
0.8572144643615177,0.96116517238832,Lemon,1,3,0.968
0.96116517238832,1.0315469651988716,Lemon,1,3,0.972
1.0315469651988716,1.197619882875506,Lemon,1,3,0.976
1.197619882875506,1.394180812614992,Lemon,1,3,0.98
1.394180812614992,1.5564436867386262,Lemon,1,3,0.984
1.5564436867386262,1.7138821132956832,Lemon,1,3,0.988
1.7138821132956832,1.9588872295054798,Lemon,1,3,0.992
1.9588872295054798,2.3388152908607114,Lemon,1,3,0.996
2.3388152908607114,2.798989024784559,Lemon,1,3,1.0
2.798989024784559,3.2892118963041503,Lemon,1,3,1.004
3.2892118963041503,3.6420469017524835,Lemon,1,3,1.008
3.6420469017524835,3.762679001778937,Lemon,1,3,1.012
3.762679001778937,3.7242805514970803,Lemon,1,3,1.016
3.7242805514970803,3.4697771191332234,Lemon,1,3,1.02
3.4697771191332234,2.9259219029106744,Lemon,1,3,1.024
2.9259219029106744,2.1665500671020084,Lemon,1,3,1.028
2.1665500671020084,1.2940458902272678,Lemon,1,3,1.032
1.2940458902272678,0.36205650582354765,Lemon,1,3,1.036
0.36205650582354765,-0.5919847905052009,Lemon,1,3,1.04
-0.5919847905052009,-1.4606759888542074,Lemon,1,3,1.044
-1.4606759888542074,-2.1402688257991938,Lemon,1,3,1.048
-2.1402688257991938,-2.6011503937274782,Lemon,1,3,1.052
-2.6011503937274782,-2.9129231662516655,Lemon,1,3,1.056
-2.9129231662516655,-3.1233257210256906,Lemon,1,3,1.06
-3.1233257210256906,-3.183810836808159,Lemon,1,3,1.064
-3.183810836808159,-3.1175401655195305,Lemon,1,3,1.068
-3.1175401655195305,-2.9867387270013688,Lemon,1,3,1.072
-2.9867387270013688,-2.8697965849735008,Lemon,1,3,1.076
-2.8697965849735008,-2.9151072481484053,Lemon,1,3,1.08
-2.9151072481484053,-3.05432826800617,Lemon,1,3,1.084
-3.05432826800617,-3.0268439242884093,Lemon,1,3,1.088
-3.0268439242884093,-2.773674068803266,Lemon,1,3,1.092
-2.773674068803266,-2.2791330742194518,Lemon,1,3,1.096
-2.2791330742194518,-1.5239730017975097,Lemon,1,3,1.1
-1.5239730017975097,-0.5744856025427401,Lemon,1,3,1.104
-0.5744856025427401,0.45955773122080457,Lemon,1,3,1.108
0.45955773122080457,1.3748077492221598,Lemon,1,3,1.112
1.3748077492221598,2.0114169316968633,Lemon,1,3,1.116
2.0114169316968633,2.341842383755497,Lemon,1,3,1.12
2.341842383755497,2.4201477376338287,Lemon,1,3,1.124
2.4201477376338287,2.3039887940315316,Lemon,1,3,1.128
2.3039887940315316,2.031796255109848,Lemon,1,3,1.132
2.031796255109848,1.6520350933517367,Lemon,1,3,1.136
1.6520350933517367,1.209063148041651,Lemon,1,3,1.14
1.209063148041651,0.7292286215367062,Lemon,1,3,1.144
0.7292286215367062,0.29314794771449526,Lemon,1,3,1.148
0.29314794771449526,-0.07216837615492268,Lemon,1,3,1.152
-0.07216837615492268,-0.4163896915753484,Lemon,1,3,1.156
-0.4163896915753484,-0.7082652036031077,Lemon,1,3,1.16
-0.7082652036031077,-0.9686794107029931,Lemon,1,3,1.164
-0.9686794107029931,-1.1674221347467588,Lemon,1,3,1.168
-1.1674221347467588,-1.178491497062069,Lemon,1,3,1.172
-1.178491497062069,-1.0567631860570315,Lemon,1,3,1.176
-1.0567631860570315,-0.9300818767441321,Lemon,1,3,1.18
-0.9300818767441321,-0.8285967344701802,Lemon,1,3,1.184
-0.8285967344701802,-0.7208713434205973,Lemon,1,3,1.188
-0.7208713434205973,-0.5905787111799331,Lemon,1,3,1.192
-0.5905787111799331,-0.46619040247455007,Lemon,1,3,1.196
-0.46619040247455007,-0.3913952162769472,Lemon,1,3,1.2
-0.3913952162769472,-0.35945127510168096,Lemon,1,3,1.204
-0.35945127510168096,-0.29064867109903547,Lemon,1,3,1.208
-0.29064867109903547,-0.19216205907235342,Lemon,1,3,1.212
-0.19216205907235342,-0.12565282605413414,Lemon,1,3,1.216
-0.12565282605413414,-0.009894705967993076,Lemon,1,3,1.22
-0.009894705967993076,0.2029484478311843,Lemon,1,3,1.224
0.2029484478311843,0.35294685608516757,Lemon,1,3,1.228
0.35294685608516757,0.3362191587436492,Lemon,1,3,1.232
0.3362191587436492,0.2407037672267911,Lemon,1,3,1.236
0.2407037672267911,0.15815457051067114,Lemon,1,3,1.24
0.15815457051067114,0.10212301227183712,Lemon,1,3,1.244
0.10212301227183712,0.08084998878316506,Lemon,1,3,1.248
0.08084998878316506,0.13207955615745598,Lemon,1,3,1.252
0.13207955615745598,0.24283954282272213,Lemon,1,3,1.256
0.24283954282272213,0.2901833791759224,Lemon,1,3,1.26
0.2901833791759224,0.20243231405172948,Lemon,1,3,1.264
0.20243231405172948,0.028641228250054693,Lemon,1,3,1.268
0.028641228250054693,-0.25956468473802224,Lemon,1,3,1.272
-0.25956468473802224,-0.6577813304879814,Lemon,1,3,1.276
-0.6577813304879814,-1.0729379630857094,Lemon,1,3,1.28
-1.0729379630857094,-1.4591507732884013,Lemon,1,3,1.284
-1.4591507732884013,-1.7235750697616703,Lemon,1,3,1.288
-1.7235750697616703,-1.769864132950591,Lemon,1,3,1.292
-1.769864132950591,-1.6459932221036517,Lemon,1,3,1.296
-1.6459932221036517,-1.451741438774763,Lemon,1,3,1.3
-1.451741438774763,-1.2247971423731225,Lemon,1,3,1.304
-1.2247971423731225,-1.0273810069519314,Lemon,1,3,1.308
-1.0273810069519314,-0.8681811531761209,Lemon,1,3,1.312
-0.8681811531761209,-0.6860034383170203,Lemon,1,3,1.316
-0.6860034383170203,-0.423813853929447,Lemon,1,3,1.32
-0.423813853929447,-0.07811792052885955,Lemon,1,3,1.324
-0.07811792052885955,0.2089835232050328,Lemon,1,3,1.328
0.2089835232050328,0.38480752157223524,Lemon,1,3,1.332
0.38480752157223524,0.5116955909909515,Lemon,1,3,1.336
0.5116955909909515,0.6361451954423212,Lemon,1,3,1.34
0.6361451954423212,0.774321598875686,Lemon,1,3,1.344
0.774321598875686,0.8495355645892563,Lemon,1,3,1.348
0.8495355645892563,0.8679102087267931,Lemon,1,3,1.352
0.8679102087267931,0.8522750565984789,Lemon,1,3,1.356
0.8522750565984789,0.7808485634880602,Lemon,1,3,1.36
0.7808485634880602,0.6478280694314879,Lemon,1,3,1.364
0.6478280694314879,0.42500097415720833,Lemon,1,3,1.368
0.42500097415720833,0.18442861707144628,Lemon,1,3,1.372
0.18442861707144628,0.025068897292156847,Lemon,1,3,1.376
0.025068897292156847,-0.06658273389777895,Lemon,1,3,1.38
-0.06658273389777895,-0.22949019769801232,Lemon,1,3,1.384
-0.22949019769801232,-0.5022730705327433,Lemon,1,3,1.388
-0.5022730705327433,-0.7376692996839613,Lemon,1,3,1.392
-0.7376692996839613,-0.8702460651298081,Lemon,1,3,1.396
-0.8702460651298081,-0.9531649029038702,Lemon,1,3,1.4
-0.9531649029038702,-1.0181003836477027,Lemon,1,3,1.404
-1.0181003836477027,-0.9877082861698824,Lemon,1,3,1.408
-0.9877082861698824,-0.767577094274301,Lemon,1,3,1.412
-0.767577094274301,-0.4220977592912263,Lemon,1,3,1.416
-0.4220977592912263,-0.09134674627136652,Lemon,1,3,1.42
-0.09134674627136652,0.1553559625523706,Lemon,1,3,1.424
0.1553559625523706,0.30456972639227653,Lemon,1,3,1.428
0.30456972639227653,0.40075771420696504,Lemon,1,3,1.432
0.40075771420696504,0.4464999953222109,Lemon,1,3,1.436
0.4464999953222109,0.37358833240887945,Lemon,1,3,1.44
0.37358833240887945,0.2489392535237128,Lemon,1,3,1.444
0.2489392535237128,0.18396275461837583,Lemon,1,3,1.448
0.18396275461837583,0.21078359699379265,Lemon,1,3,1.452
0.21078359699379265,0.2933254889735228,Lemon,1,3,1.456
0.2933254889735228,0.33008133033028547,Lemon,1,3,1.46
0.33008133033028547,0.30022252008599215,Lemon,1,3,1.464
0.30022252008599215,0.27822640100180407,Lemon,1,3,1.468
0.27822640100180407,0.3370592026114709,Lemon,1,3,1.472
0.3370592026114709,0.38836281141134543,Lemon,1,3,1.476
0.38836281141134543,0.3258245203186027,Lemon,1,3,1.48
0.3258245203186027,0.2527440769219613,Lemon,1,3,1.484
0.2527440769219613,0.23136367291339535,Lemon,1,3,1.488
0.23136367291339535,0.21343374887611144,Lemon,1,3,1.492
0.21343374887611144,0.26482138815706835,Lemon,1,3,1.496
0.26482138815706835,0.48704010049753055,Lemon,1,3,1.5
0.48704010049753055,0.7771545046254755,Lemon,1,3,1.504
0.7771545046254755,0.8942892838133526,Lemon,1,3,1.508
0.8942892838133526,0.7117045850769869,Lemon,1,3,1.512
0.7117045850769869,0.2763696230972134,Lemon,1,3,1.516
0.2763696230972134,-0.2881238234214535,Lemon,1,3,1.52
-0.2881238234214535,-0.7984067569818106,Lemon,1,3,1.524
-0.7984067569818106,-1.1256816531514189,Lemon,1,3,1.528
-1.1256816531514189,-1.3031485632381068,Lemon,1,3,1.532
-1.3031485632381068,-1.3215670256090124,Lemon,1,3,1.536
-1.3215670256090124,-1.1449003049690318,Lemon,1,3,1.54
-1.1449003049690318,-0.8985435577492897,Lemon,1,3,1.544
-0.8985435577492897,-0.696393015907979,Lemon,1,3,1.548
-0.696393015907979,-0.5752374951011033,Lemon,1,3,1.552
-0.5752374951011033,-0.5759876065594118,Lemon,1,3,1.556
-0.5759876065594118,-0.6374666270932724,Lemon,1,3,1.56
-0.6374666270932724,-0.6627882493638545,Lemon,1,3,1.564
-0.6627882493638545,-0.6609209212268581,Lemon,1,3,1.568
-0.6609209212268581,-0.6656108203556114,Lemon,1,3,1.572
-0.6656108203556114,-0.6684532123340994,Lemon,1,3,1.576
-0.6684532123340994,-0.6386162132606287,Lemon,1,3,1.58
-0.6386162132606287,-0.5477563182790695,Lemon,1,3,1.584
-0.5477563182790695,-0.29517324060815814,Lemon,1,3,1.588
-0.29517324060815814,0.231038280243559,Lemon,1,3,1.592
0.231038280243559,0.8568280472008722,Lemon,1,3,1.596
0.8568280472008722,1.3594900912749543,Lemon,1,3,1.6
1.3594900912749543,1.7797927435827996,Lemon,1,3,1.604
1.7797927435827996,2.1122140063362687,Lemon,1,3,1.608
2.1122140063362687,2.2733788191796513,Lemon,1,3,1.612
2.2733788191796513,2.302830890558327,Lemon,1,3,1.616
2.302830890558327,2.2112100514779223,Lemon,1,3,1.62
2.2112100514779223,1.9672940599024624,Lemon,1,3,1.624
1.9672940599024624,1.6411559728890401,Lemon,1,3,1.628
1.6411559728890401,1.3026592600473361,Lemon,1,3,1.632
1.3026592600473361,0.9858468981151427,Lemon,1,3,1.636
0.9858468981151427,0.6711125386018553,Lemon,1,3,1.64
0.6711125386018553,0.31546382892208924,Lemon,1,3,1.644
0.31546382892208924,-0.03149097012818387,Lemon,1,3,1.648
-0.03149097012818387,-0.3439176578357214,Lemon,1,3,1.652
-0.3439176578357214,-0.6280682275932866,Lemon,1,3,1.656
-0.6280682275932866,-0.9177347351133254,Lemon,1,3,1.66
-0.9177347351133254,-1.2383993624335399,Lemon,1,3,1.664
-1.2383993624335399,-1.5552794487654036,Lemon,1,3,1.668
-1.5552794487654036,-1.7748619101712546,Lemon,1,3,1.672
-1.7748619101712546,-1.7241018210645,Lemon,1,3,1.676
-1.7241018210645,-1.4075220715687686,Lemon,1,3,1.68
-1.4075220715687686,-1.072935586944028,Lemon,1,3,1.684
-1.072935586944028,-0.9021684772688835,Lemon,1,3,1.688
-0.9021684772688835,-0.835970855337903,Lemon,1,3,1.692
-0.835970855337903,-0.7100062470980976,Lemon,1,3,1.696
-0.7100062470980976,-0.4588686679013408,Lemon,1,3,1.7
-0.4588686679013408,-0.14054181011645253,Lemon,1,3,1.704
-0.14054181011645253,0.2150352874755873,Lemon,1,3,1.708
0.2150352874755873,0.5897643043108762,Lemon,1,3,1.712
0.5897643043108762,0.9313626002254345,Lemon,1,3,1.716
0.9313626002254345,1.2300106293117494,Lemon,1,3,1.72
1.2300106293117494,1.5044917892358383,Lemon,1,3,1.724
1.5044917892358383,1.727512846845973,Lemon,1,3,1.728
1.727512846845973,1.8119114874831586,Lemon,1,3,1.732
1.8119114874831586,1.71943427942169,Lemon,1,3,1.736
1.71943427942169,1.443126486885335,Lemon,1,3,1.74
1.443126486885335,1.063902872548017,Lemon,1,3,1.744
1.063902872548017,0.7697410297665574,Lemon,1,3,1.748
0.7697410297665574,0.6179262493937099,Lemon,1,3,1.752
0.6179262493937099,0.5387878406126853,Lemon,1,3,1.756
0.5387878406126853,0.39807098477161856,Lemon,1,3,1.76
