EDA_Raw,EDA_Clean,EDA_Tonic,EDA_Phasic,SCR_Onsets,SCR_Peaks,SCR_Height,SCR_Amplitude,SCR_RiseTime,SCR_Recovery,SCR_RecoveryTime
11.99188307,11.990925015834737,11.909162706446104,0.08176230944258986,0,0,0.0,0.0,0.0,0,0.0
12.00256422,11.997530081798129,11.909984999779084,0.08754508207285142,0,0,0.0,0.0,0.0,0,0.0
12.00256422,12.004049704192665,11.910808549599444,0.0932411546468771,0,0,0.0,0.0,0.0,0,0.0
12.0117195,12.010486169327876,11.911633354071835,0.09885281530954743,0,0,0.0,0.0,0.0,0,0.0
12.01477125,12.016842847575592,11.912459411369984,0.10438343625896346,0,0,0.0,0.0,0.0,0,0.0
12.02545241,12.023124024900795,11.913286719677243,0.10983730527675206,0,0,0.0,0.0,0.0,0,0.0
12.02240065,12.029334716954542,11.914115277187133,0.11521943982045599,0,0,0.0,0.0,0.0,0,0.0
12.03918532,12.035480476765727,11.914945082103864,0.12053539471475508,0,0,0.0,0.0,0.0,0,0.0
12.03765944,12.04156720633958,11.915776132642875,0.1257910737494458,0,0,0.0,0.0,0.0,0,0.0
12.04681471,12.047600980928307,11.916608427031337,0.13099255394956022,0,0,0.0,0.0,0.0,0,0.0
12.04681471,12.053587892701614,11.91744196350867,0.13614592924538743,0,0,0.0,0.0,0.0,0,0.0
12.06512526,12.05953391819541,11.918276740327057,0.1412571779206528,0,0,0.0,0.0,0.0,0,0.0
12.06359938,12.065444811147156,11.919112755751938,0.14633205544737715,0,0,0.0,0.0,0.0,0,0.0
12.07428053,12.071326019407781,11.919950008062509,0.151376011397293,0,0,0.0,0.0,0.0,0,0.0
12.07428053,12.077182622562875,11.920788495552223,0.15639412706253553,0,0,0.0,0.0,0.0,0,0.0
12.08496168,12.083019286389924,11.921628216529273,0.16139106991240235,0,0,0.0,0.0,0.0,0,0.0
12.0834358,12.088840230778265,11.922469169317084,0.16637106151279676,0,0,0.0,0.0,0.0,0,0.0
12.09716871,12.094649208096753,11.923311352254805,0.17133785589342998,0,0,0.0,0.0,0.0,0,0.0
12.09716871,12.100449488502743,11.924154763697787,0.17629472485630254,0,0,0.0,0.0,0.0,0,0.0
12.1124275,12.106243847378144,11.924999402018075,0.18124444541127996,0,0,0.0,0.0,0.0,0,0.0
12.11090162,12.112034548602793,11.925845265604883,0.18618928304898705,0,0,0.0,0.0,0.0,0,0.0
12.12921217,12.117823316735393,11.92669235286508,0.1911309639212512,0,0,0.0,0.0,0.0,0,0.0
12.12310866,12.123611292306391,11.927540662223675,0.19607063013351222,0,0,0.0,0.0,0.0,0,0.0
12.13226393,12.129398967823,11.92839019212429,0.20100877574936168,0,0,0.0,0.0,0.0,0,0.0
12.13226393,12.135186107400523,11.92924094102965,0.2059451664213786,0,0,0.0,0.0,0.0,0,0.0
12.13684157,12.140971658721043,11.930092907422061,0.21087875134934075,0,0,0.0,0.0,0.0,0,0.0
12.14599684,12.146753670239974,11.930946089803887,0.21580758048630366,0,0,0.0,0.0,0.0,0,0.0
12.14752272,12.152529227823644,11.931800486698034,0.22072874117568508,0,0,0.0,0.0,0.0,0,0.0
12.15820387,12.158294423338248,11.932656096648428,0.22563832673975348,0,0,0.0,0.0,0.0,0,0.0
12.15972975,12.164044364186706,11.933512918220494,0.23053144601600184,0,0,0.0,0.0,0.0,0,0.0
12.1704109,12.169773228579615,11.934370950001643,0.23540227862762406,0,0,0.0,0.0,0.0,0,0.0
12.17193678,12.175474367161673,11.935230190601736,0.2402441766094539,0,0,0.0,0.0,0.0,0,0.0
12.18261793,12.181140447825372,11.936090638653562,0.24504980922119418,0,0,0.0,0.0,0.0,0,0.0
12.18566969,12.186763637292081,11.936952292813311,0.2498113445280235,0,0,0.0,0.0,0.0,0,0.0
12.19635084,12.192335810479124,11.937815151761042,0.2545206587672076,0,0,0.0,0.0,0.0,0,0.0
12.19177321,12.197848777012073,11.938679214201137,0.25916956285993153,0,0,0.0,0.0,0.0,0,0.0
12.207032,12.203294513571146,11.93954447886278,0.26375003475723036,0,0,0.0,0.0,0.0,0,0.0
12.20855787,12.208665390712296,11.940410944500394,0.2682544462606359,0,0,0.0,0.0,0.0,0,0.0
12.22229078,12.21395438283791,11.941278609894088,0.2726757729924272,0,0,0.0,0.0,0.0,0,0.0
12.22076491,12.219155250322244,11.942147473850097,0.2770077765206235,0,0,0.0,0.0,0.0,0,0.0
12.21771315,12.224262684455873,11.943017535201212,0.2812451493030082,0,0,0.0,0.0,0.0,0,0.0
12.23602369,12.22927240924548,11.943888792807206,0.2853836164864913,0,0,0.0,0.0,0.0,0,0.0
12.23297194,12.234181237912033,11.94476124555524,0.2894199924048809,0,0,0.0,0.0,0.0,0,0.0
12.24212721,12.238987084582751,11.945634892360273,0.29335219227043835,0,0,0.0,0.0,0.0,0,0.0
12.24823073,12.243688933214028,11.94650973216545,0.2971792010964116,0,0,0.0,0.0,0.0,0,0.0
12.24212721,12.248286767489969,11.947385763942483,0.3009010035951974,0,0,0.0,0.0,0.0,0,0.0
12.257386,12.25278146792485,11.948262986692027,0.3045184812804093,0,0,0.0,0.0,0.0,0,0.0
12.257386,12.257174685006808,11.949141399444047,0.308033285610227,0,0,0.0,0.0,0.0,0,0.0
12.25280836,12.261468699033077,11.950021001258161,0.311447697822258,0,0,0.0,0.0,0.0,0,0.0
12.26806715,12.265666277956862,11.950901791223991,0.3147644867800869,0,0,0.0,0.0,0.0,0,0.0
12.26959303,12.269770544035758,11.951783768461492,0.317986775621359,0,0,0.0,0.0,0.0,0,0.0
12.26501539,12.273784858233782,11.952666932121277,0.3211179261594768,0,0,0.0,0.0,0.0,0,0.0
12.28027418,12.277712728471135,11.953551281384922,0.3241614471330662,0,0,0.0,0.0,0.0,0,0.0
12.28027418,12.281557744522445,11.95443681546528,0.3271209291038923,0,0,0.0,0.0,0.0,0,0.0
12.28332594,12.28532353888475,11.955323533606785,0.33000000532456714,0,0,0.0,0.0,0.0,0,0.0
12.29400709,12.28901376956329,11.956211435085727,0.3328023345240401,0,0,0.0,0.0,0.0,0,0.0
12.29248121,12.29263211820996,11.957100519210535,0.3355315990457778,0,0,0.0,0.0,0.0,0,0.0
12.29400709,12.296182295988418,11.957990785322052,0.3381915107125915,0,0,0.0,0.0,0.0,0,0.0
12.30468825,12.299668049875793,11.958882232793805,0.3407858171280837,0,0,0.0,0.0,0.0,0,0.0
12.30774,12.30309316331517,11.95977486103226,0.34331830232887395,0,0,0.0,0.0,0.0,0,0.0
12.30468825,12.306461446787814,11.96066866947708,0.3457927773565708,0,0,0.0,0.0,0.0,0,0.0
12.30468825,12.30977671612959,11.961563657601365,0.3482130585739388,0,0,0.0,0.0,0.0,0,0.0
12.31689528,12.31304275920217,11.96245982491189,0.35058293433587195,0,0,0.0,0.0,0.0,0,0.0
12.31689528,12.316263293690495,11.963357170949353,0.35290612278661376,0,0,0.0,0.0,0.0,0,0.0
12.31842116,12.319441919346652,11.964255695288596,0.3551862241034109,0,0,0.0,0.0,0.0,0,0.0
12.31842116,12.322582067577724,11.965155397538837,0.3574266700841268,0,0,0.0,0.0,0.0,0,0.0
12.32910231,12.325686950983254,11.96605627734389,0.3596306736844903,0,0,0.0,0.0,0.0,0,0.0
12.32757643,12.328759515195767,11.966958334382381,0.36180118085839647,0,0,0.0,0.0,0.0,0,0.0
12.33062819,12.331802394621095,11.967861568367969,0.36394082629802066,0,0,0.0,0.0,0.0,0,0.0
12.33215407,12.334817872662175,11.968765979049552,0.3660518936573966,0,0,0.0,0.0,0.0,0,0.0
12.3443611,12.33780784619715,11.969671566211485,0.36813628003031756,0,0,0.0,0.0,0.0,0,0.0
12.34130934,12.340773793426186,11.970578329673774,0.37019546379694634,0,0,0.0,0.0,0.0,0,0.0
12.34283522,12.343716743886448,11.971486269292283,0.3722304746385799,0,0,0.0,0.0,0.0,0,0.0
12.34130934,12.346637250119429,11.972395384958935,0.3742418652047887,0,0,0.0,0.0,0.0,0,0.0
12.35504225,12.349535361997267,11.973305676601909,0.3762296854395295,0,0,0.0,0.0,0.0,0,0.0
12.35351637,12.352410605772459,11.974217144185841,0.37819346163066336,0,0,0.0,0.0,0.0,0,0.0
12.35199049,12.355261969856043,11.975129787712019,0.38013218218794753,0,0,0.0,0.0,0.0,0,0.0
12.35199049,12.358087899007492,11.97604360721856,0.3820442918327343,0,0,0.0,0.0,0.0,0,0.0
12.3657234,12.36088629861735,11.976958602780613,0.38392769588041975,0,0,0.0,0.0,0.0,0,0.0
12.36724928,12.363654550243785,11.97787477451054,0.3857797757768092,0,0,0.0,0.0,0.0,0,0.0
12.3657234,12.366389538070464,11.978792122558097,0.3875974155558142,0,0,0.0,0.0,0.0,0,0.0
12.36724928,12.369087684831362,11.97971064711062,0.38937703776407223,0,0,0.0,0.0,0.0,0,0.0
12.3657234,12.371744996269676,11.980630348393193,0.391114647919692,0,0,0.0,0.0,0.0,0,0.0
12.37945631,12.374357114440297,11.98155122666883,0.392805887814552,0,0,0.0,0.0,0.0,0,0.0
12.37945631,12.376919380227985,11.982473282238647,0.39444609803229747,0,0,0.0,0.0,0.0,0,0.0
12.38098219,12.379426904144477,11.983396515442013,0.3960303887452968,0,0,0.0,0.0,0.0,0,0.0
12.37793043,12.381874643547008,11.984320926656721,0.39755371693299074,0,0,0.0,0.0,0.0,0,0.0
12.37793043,12.384257485149147,11.985246516299137,0.39901096889258525,0,0,0.0,0.0,0.0,0,0.0
12.39013746,12.386570333025736,11.98617328482435,0.4003970482438286,0,0,0.0,0.0,0.0,0,0.0
12.39318922,12.38880820217721,11.987101232726316,0.40170696949321094,0,0,0.0,0.0,0.0,0,0.0
12.3947151,12.390966315813593,11.988030360537982,0.4029359553178012,0,0,0.0,0.0,0.0,0,0.0
12.39013746,12.393040202954545,11.988960668831426,0.4040795341651835,0,0,0.0,0.0,0.0,0,0.0
12.38861158,12.39502579371063,11.989892158217971,0.40513363553460296,0,0,0.0,0.0,0.0,0,0.0
12.3947151,12.396919511997853,11.990824829348297,0.40609468269137766,0,0,0.0,0.0,0.0,0,0.0
12.40387037,12.398718366702502,11.99175868291254,0.40695968383166103,0,0,0.0,0.0,0.0,0,0.0
12.40387037,12.400420040881313,11.992693719640394,0.40772632128249864,0,0,0.0,0.0,0.0,0,0.0
12.40387037,12.402022975919097,11.993629940301187,0.40839303565936913,0,0,0.0,0.0,0.0,0,0.0
12.40387037,12.403526446544909,11.994567345703956,0.4089591008822904,0,0,0.0,0.0,0.0,0,0.0
12.4023445,12.40493062441346,11.995505936697517,0.409424687757158,0,0,0.0,0.0,0.0,0,0.0
12.4023445,12.406236631162486,11.996445714170521,0.40979091703306036,0,0,0.0,0.0,0.0,0,0.0
12.4023445,12.40744658410941,11.997386679051493,0.4100599050988927,0,0,0.0,0.0,0.0,0,0.0
12.4023445,12.408563637510362,11.99832883230887,0.41023480524234995,0,0,0.0,0.0,0.0,0,0.0
12.41149977,12.40959201920671,11.99927217495103,0.41031984429642254,0,0,0.0,0.0,0.0,0,0.0
12.41607741,12.410537057202836,12.000216708026304,0.41032034921715665,0,1,0.41032034921715665,,,0,0.0
12.41912916,12.411405185072413,12.001162432622992,0.41024275248993286,0,0,0.0,0.0,0.0,0,0.0
12.41302565,12.41220391173848,12.002109349869357,0.4100945619095241,0,0,0.0,0.0,0.0,0,0.0
12.41455153,12.4129417420868,12.003057460933622,0.4098842811934709,0,0,0.0,0.0,0.0,0,0.0
12.41760328,12.413628039641807,12.004006767023952,0.4096212726580434,0,0,0.0,0.0,0.0,0,0.0
12.41607741,12.41427282874505,12.004957269388434,0.4093155593967016,0,0,0.0,0.0,0.0,0,0.0
12.41760328,12.414886539240202,12.005908969315058,0.40897756996512563,0,0,0.0,0.0,0.0,0,0.0
12.41607741,12.415479701237697,12.006861868131681,0.4086178331458935,0,0,0.0,0.0,0.0,0,0.0
12.41455153,12.41606260160647,12.007815967206,0.4082466344402462,0,0,0.0,0.0,0.0,0,0.0
12.42065504,12.416644917468364,12.00877126794551,0.40787364956253197,0,0,0.0,0.0,0.0,0,0.0
12.41455153,12.417235344755264,12.009727771797477,0.4075075729973632,0,0,0.0,0.0,0.0,0,0.0
12.41302565,12.417841241669539,12.010685480248894,0.40715576146011445,0,0,0.0,0.0,0.0,0,0.0
12.41760328,12.418468307731171,12.011644394826455,0.4068239129440832,0,0,0.0,0.0,0.0,0,0.0
12.41455153,12.419120318710833,12.012604517096515,0.4065158016535851,0,0,0.0,0.0,0.0,0,0.0
12.41760328,12.419798935639625,12.013565848665056,0.40623308701373806,0,0,0.0,0.0,0.0,0,0.0
12.41302565,12.420503602337714,12.014528391177661,0.4059752111991251,0,0,0.0,0.0,0.0,0,0.0
12.41455153,12.421231541067826,12.015492146319483,0.40573939478731674,0,0,0.0,0.0,0.0,0,0.0
12.41302565,12.421977850084637,12.016457115815225,0.4055207343082922,0,0,0.0,0.0,0.0,0,0.0
12.42828444,12.42273569953995,12.017423301429112,0.40531239814962583,0,0,0.0,0.0,0.0,0,0.0
12.42828444,12.423496613523191,12.01839070496487,0.40510590859701384,0,0,0.0,0.0,0.0,0,0.0
12.42523268,12.424250817780676,12.01935932826571,0.4048914895535651,0,0,0.0,0.0,0.0,0,0.0
12.42828444,12.424987627708202,12.020329173214298,0.40465845453240834,0,0,0.0,0.0,0.0,0,0.0
12.42981032,12.425695850982786,12.021300241732744,0.4043956092884527,0,0,0.0,0.0,0.0,0,0.0
12.42981032,12.426364182501343,12.022272535782573,0.40409164675708814,0,0,0.0,0.0,0.0,0,0.0
12.42828444,12.42698157402823,12.023246057364698,0.4037355167017518,0,0,0.0,0.0,0.0,0,0.0
12.42828444,12.42753756601104,12.024220808519399,0.4033167575297652,0,0,0.0,0.0,0.0,0,0.0
12.42828444,12.428022573994403,12.025196791326271,0.4028257827061609,0,0,0.0,0.0,0.0,0,0.0
12.42981032,12.428428126357984,12.026174007904196,0.4022541184917205,0,0,0.0,0.0,0.0,0,0.0
12.42981032,12.428747053215966,12.027152460411292,0.40159459284250854,0,0,0.0,0.0,0.0,0,0.0
12.42828444,12.42897362834971,12.028132151044858,0.40084147734258874,0,0,0.0,0.0,0.0,0,0.0
12.42675856,12.429103667496506,12.029113082041302,0.399990585492841,0,0,0.0,0.0,0.0,0,0.0
12.42828444,12.429134587380862,12.030095255676077,0.3990393317423232,0,0,0.0,0.0,0.0,0,0.0
12.42675856,12.429065430213141,12.031078674263592,0.39798675598698685,0,0,0.0,0.0,0.0,0,0.0
12.42981032,12.428896857616435,12.032063340157123,0.396833517496644,0,0,0.0,0.0,0.0,0,0.0
12.42675856,12.428631116231386,12.033049255748711,0.3955818605199037,0,0,0.0,0.0,0.0,0,0.0
12.42828444,12.428271975216179,12.034036423469045,0.39423555178426134,0,0,0.0,0.0,0.0,0,0.0
12.42981032,12.427824634084157,12.03502484578734,0.3927997883338417,0,0,0.0,0.0,0.0,0,0.0
12.42828444,12.427295598071176,12.036014525211213,0.3912810728968881,0,0,0.0,0.0,0.0,0,0.0
12.42828444,12.426692517664682,12.037005464286537,0.3896870534149696,0,0,0.0,0.0,0.0,0,0.0
12.42981032,12.426023989294247,12.037997665597295,0.3880263237336738,0,0,0.0,0.0,0.0,0,0.0
12.43133619,12.425299315640252,12.038991131765433,0.3863081839114409,0,0,0.0,0.0,0.0,0,0.0
12.42828444,12.424528226656102,12.039985865450683,0.3845423612419384,0,0,0.0,0.0,0.0,0,0.0
12.42981032,12.423720566465558,12.040981869350409,0.38273869715156755,0,0,0.0,0.0,0.0,0,0.0
12.41607741,12.422885956925436,12.041979146199427,0.38090681076232225,0,0,0.0,0.0,0.0,0,0.0
12.41455153,12.422033455069807,12.042977698769839,0.37905575633618144,0,0,0.0,0.0,0.0,0,0.0
12.41607741,12.421171226791198,12.043977529870848,0.377193696956464,0,0,0.0,0.0,0.0,0,0.0
12.41912916,12.42030626042024,12.044978642348578,0.375327618107673,0,0,0.0,0.0,0.0,0,0.0
12.41760328,12.419444140351299,12.0459810390859,0.3734631013013114,0,0,0.0,0.0,0.0,0,0.0
12.41302565,12.418588894251403,12.046984723002243,0.37160417128497536,0,0,0.0,0.0,0.0,0,0.0
12.41455153,12.41774292051194,12.047989697053413,0.36975322349424383,0,0,0.0,0.0,0.0,0,0.0
12.41607741,12.41690699679664,12.048995964231418,0.3679110326008455,0,0,0.0,0.0,0.0,0,0.0
12.41455153,12.416080365355683,12.050003527564282,0.3660768378269331,0,0,0.0,0.0,0.0,0,0.0
12.41760328,12.415260885767909,12.051012390115869,0.36424849568748446,0,0,0.0,0.0,0.0,0,0.0
12.41455153,12.414445241493006,12.052022554985696,0.3624226865426662,0,0,0.0,0.0,0.0,0,0.0
12.41455153,12.41362918389507,12.053034025308765,0.3605951586215724,0,0,0.0,0.0,0.0,0,0.0
12.41455153,12.412807796468927,12.054046804255385,0.35876099224872393,0,0,0.0,0.0,0.0,0,0.0
12.41607741,12.41197576247134,12.055060895030985,0.35691486747544976,0,0,0.0,0.0,0.0,0,0.0
12.41760328,12.411127620598398,12.056076300875944,0.3550513197574636,0,0,0.0,0.0,0.0,0,0.0
12.41607741,12.410257995856778,12.057093025065406,0.35316497082629944,0,0,0.0,0.0,0.0,0,0.0
12.4023445,12.409361796884852,12.058111070909098,0.351250726010597,0,0,0.0,0.0,0.0,0,0.0
12.40692213,12.408434376600564,12.05913044175115,0.3493039348841763,0,0,0.0,0.0,0.0,0,0.0
12.4023445,12.407471658481072,12.060151140969904,0.34732051754585136,0,0,0.0,0.0,0.0,0,0.0
12.40844801,12.406470233490849,12.061173171977723,0.34529706154772927,0,0,0.0,0.0,0.0,0,0.0
12.40539625,12.40542743164281,12.062196538220801,0.3432308934565327,0,0,0.0,0.0,0.0,0,0.0
12.40692213,12.404341368929703,12.063221243178969,0.3411201257851794,0,0,0.0,0.0,0.0,0,0.0
12.40539625,12.403210967466675,12.064247290365484,0.338963677135559,0,0,0.0,0.0,0.0,0,0.0
12.40539625,12.402035945729839,12.065274683326834,0.33676126243729415,0,0,0.0,0.0,0.0,0,0.0
12.4023445,12.400816776923236,12.066303425642518,0.334513351314924,0,0,0.0,0.0,0.0,0,0.0
12.40387037,12.399554616214417,12.067333520924842,0.332221095323696,0,0,0.0,0.0,0.0,0,0.0
12.3947151,12.398251201207863,12.068364972818694,0.32988622842320664,0,0,0.0,0.0,0.0,0,0.0
12.39013746,12.396908733869047,12.069397785001318,0.32751094890168286,0,0,0.0,0.0,0.0,0,0.0
12.39166334,12.395529755054348,12.070431961182091,0.3250977939061247,0,0,0.0,0.0,0.0,0,0.0
12.39318922,12.394117023326878,12.071467505102296,0.3226495182583661,0,0,0.0,0.0,0.0,0,0.0
12.39318922,12.3926734070075,12.072504420534875,0.3201689865063242,0,0,0.0,0.0,0.0,0,0.0
12.39318922,12.391201793489044,12.073542711284203,0.3176590822384546,0,0,0.0,0.0,0.0,0,0.0
12.39013746,12.389705015162644,12.074582381185838,0.3151226340103334,0,0,0.0,0.0,0.0,0,0.0
12.39166334,12.38818578873239,12.07562343410628,0.3125623546595522,0,0,0.0,0.0,0.0,0,0.0
12.39166334,12.386646664531451,12.076665873942723,0.30998079062208805,0,0,0.0,0.0,0.0,0,0.0
12.37793043,12.385089984103258,12.077709704622805,0.3073802795137296,0,0,0.0,0.0,0.0,0,0.0
12.37945631,12.383517846979796,12.078754930104362,0.3047629169086258,0,0,0.0,0.0,0.0,0,0.0
12.37945631,12.381932089960511,12.079801554375166,0.3021305356184511,0,0,0.0,0.0,0.0,0,0.0
12.37945631,12.380334282444556,12.080849581452682,0.299484701024895,0,0,0.0,0.0,0.0,0,0.0
12.37945631,12.378725738688503,12.0818990153838,0.29682672333764043,0,0,0.0,0.0,0.0,0,0.0
12.37945631,12.377107543580616,12.082949860244584,0.2941576833688839,0,0,0.0,0.0,0.0,0,0.0
12.38250807,12.375480584949486,12.084002120140006,0.2914784648422427,0,0,0.0,0.0,0.0,0,0.0
12.37945631,12.373845584165398,12.0850557992037,0.28878978499437225,0,0,0.0,0.0,0.0,0,0.0
12.3657234,12.372203118448338,12.086110901597687,0.28609221688323383,0,0,0.0,0.0,0.0,0,0.0
12.36724928,12.370553632455442,12.08716743151212,0.283386200975815,0,0,0.0,0.0,0.0,0,0.0
12.36877516,12.36889744144211,12.088225393165017,0.2806720483094969,0,0,0.0,0.0,0.0,0,0.0
12.3657234,12.367234730835548,12.089284790802001,0.2779499400658596,0,0,0.0,0.0,0.0,0,0.0
12.36724928,12.365565556281998,12.090345628696038,0.2752199276181797,0,0,0.0,0.0,0.0,0,0.0
12.3657234,12.36388984560014,12.091407911147167,0.27248193448510005,0,0,0.0,0.0,0.0,0,0.0
12.36724928,12.36220740189985,12.092471642482232,0.2697357594496514,0,0,0.0,0.0,0.0,0,0.0
12.35809401,12.360517906693044,12.093536827054624,0.2669810796703588,0,0,0.0,0.0,0.0,0,0.0
12.35504225,12.358820923210246,12.094603469244005,0.2642174539980856,0,0,0.0,0.0,0.0,0,0.0
12.35351637,12.357115902410433,12.095671573456043,0.2614443289861411,0,0,0.0,0.0,0.0,0,0.0
12.35504225,12.355402195573184,12.096741144122145,0.25866105148269497,0,0,0.0,0.0,0.0,0,0.0
12.35351637,12.35367907647308,12.097812185699187,0.2558668908054571,0,0,0.0,0.0,0.0,0,0.0
12.35656813,12.351945773260862,12.098884702669235,0.2530610706231,0,0,0.0,0.0,0.0,0,0.0
12.35351637,12.350201507156086,12.099958699539277,0.2502428076481913,0,0,0.0,0.0,0.0,0,0.0
12.3443611,12.348445533754413,12.101034180840957,0.2474113529447467,0,0,0.0,0.0,0.0,0,0.0
12.3443611,12.34667718371971,12.102111151130286,0.24456603262062057,0,0,0.0,0.0,0.0,0,0.0
12.3443611,12.344895901696614,12.103189614987382,0.24170628674033248,0,0,0.0,0.0,0.0,0,0.0
12.34283522,12.3431012834378,12.104269577016188,0.23883170645261856,0,0,0.0,0.0,0.0,0,0.0
12.34283522,12.34129311038937,12.105351041844186,0.23594206857609967,0,0,0.0,0.0,0.0,0,0.0
12.3443611,12.339471379183887,12.10643401412212,0.23303736509259132,0,0,0.0,0.0,0.0,0,0.0
12.34130934,12.337636322347642,12.10751849852372,0.23011782385465376,0,0,0.0,0.0,0.0,0,0.0
12.33215407,12.335788417205976,12.108604499745411,0.2271839174912068,0,0,0.0,0.0,0.0,0,0.0
12.33215407,12.333928382528622,12.109692022506035,0.22423636005314018,0,0,0.0,0.0,0.0,0,0.0
12.32757643,12.332057165643558,12.110781071546565,0.22127609412745586,0,0,0.0,0.0,0.0,0,0.0
12.32910231,12.330175924541269,12.111871651629814,0.21830427294182517,0,0,0.0,0.0,0.0,0,0.0
12.33062819,12.328286008657514,12.11296376754015,0.2153222411476433,0,0,0.0,0.0,0.0,0,0.0
12.32910231,12.326388939193766,12.114057424083201,0.2123315151407498,0,0,0.0,0.0,0.0,0,0.0
12.32910231,12.324486386973897,12.11515262608558,0.20933376091841055,0,0,0.0,0.0,0.0,0,0.0
12.31689528,12.322580144798051,12.116249378394572,0.20633076643348525,0,0,0.0,0.0,0.0,0,0.0
12.31994703,12.320672092501074,12.11734768587786,0.20332440665313506,0,0,0.0,0.0,0.0,0,0.0
12.31689528,12.31876415512267,12.11844755342322,0.20031660172928847,0,0,0.0,0.0,0.0,0,0.0
12.32299879,12.316858255744679,12.119548985938236,0.19730926983619826,0,0,0.0,0.0,0.0,0,0.0
12.31689528,12.31495626399183,12.120651988350003,0.1943042756714981,0,0,0.0,0.0,0.0,0,0.0
12.31689528,12.313059940368875,12.121756565604835,0.1913033747936268,0,0,0.0,0.0,0.0,0,0.0
12.30468825,12.311170877444603,12.12286272266798,0.18830815480612692,0,0,0.0,0.0,0.0,0,0.0
