Label,Condition,Time,EEG 001,EEG 002,EEG 003,EEG 005,EEG 006,EEG 010,EEG 011,EEG 012,EEG 013,EEG 014
0,audio/right,0.0934357267541394,2.0668977877593583e-05,2.574355043371347e-05,3.156299719073975e-05,-1.0802535861644638e-06,1.2046046530898973e-05,1.6485288631719106e-07,-5.845050685148844e-06,-8.98420431035061e-06,-6.763280079751695e-06,-7.880336765874374e-06
0,audio/right,0.10010239342080608,2.4727406517483513e-05,2.294053111515404e-05,2.680517026174583e-05,-1.5931714520270005e-06,1.042019208797166e-05,-1.6692512509428028e-06,-8.361887671070961e-06,-1.1642500564120554e-05,-8.19601039861315e-06,-8.85504958921524e-06
0,audio/right,0.10676906008747274,2.427757175148349e-05,2.5164428521409483e-05,2.5338206041809696e-05,3.297619940374848e-06,8.209990622245453e-06,-4.479840785466553e-06,-9.906641236008063e-06,-1.1737920876773426e-05,-8.172154781428077e-06,-6.216292683209431e-06
0,audio/right,0.11343572675413942,2.2341949378365387e-05,2.9496727774860396e-05,2.8432322938407266e-05,8.177633451039859e-06,9.502342312232565e-06,-2.12601725873687e-06,-7.790552395776195e-06,-8.89041121810394e-06,-5.779004244860028e-06,-1.5999981020557803e-06
0,audio/right,0.12010239342080607,2.3090958617077652e-05,2.8384231105880043e-05,2.8411687053676975e-05,9.066002442023932e-06,1.2104164740712928e-05,4.349277201232609e-06,-4.253293655996573e-06,-6.50401533820916e-06,-3.566521212661193e-06,-5.008886605318669e-08
0,audio/right,0.12676906008747274,2.4028388495296867e-05,2.1584661936848462e-05,2.2239493219594793e-05,7.608063576925404e-06,1.1028070383416877e-05,7.590013706171379e-06,-3.4360403574393166e-06,-7.537289053683533e-06,-4.8642652035136664e-06,-3.827875276674101e-06
0,audio/right,0.1334357267541394,2.177914555125075e-05,1.6874721288287176e-05,1.6422643674104827e-05,5.939279553556045e-06,6.8031612441423455e-06,4.082629582776879e-06,-5.130545159103366e-06,-1.0355159450005689e-05,-8.538961297097217e-06,-9.192964026235592e-06
0,audio/right,0.14010239342080605,1.9507874121623986e-05,1.838805211927354e-05,1.559689873465965e-05,4.846935215154705e-06,3.821163728025603e-06,-1.1802676678267373e-06,-5.7091136259016825e-06,-1.1340642666310961e-05,-1.007854721132521e-05,-1.0774705815835329e-05
0,audio/right,0.14676906008747276,1.7997115538344094e-05,1.893475909590991e-05,1.4894595167071287e-05,4.047281322248917e-06,1.9785459891535244e-06,-1.3839333337427984e-06,-3.9317193144717935e-06,-9.55434552344788e-06,-7.854428164437942e-06,-7.4366910642086785e-06
0,audio/right,0.1534357267541394,1.3553311055095915e-05,1.3141757543895442e-05,1.0345468514515224e-05,4.0355321867417555e-06,-6.914439793599571e-07,3.7220477937661554e-06,-1.768669880629141e-06,-6.763457329256033e-06,-4.741452406874927e-06,-3.1375248761200018e-06
0,audio/right,0.16010239342080607,5.919351251593199e-06,5.923057871833054e-06,4.525339321385749e-06,3.3832691484535935e-06,-2.653622847410301e-06,7.2233523136882645e-06,-8.546903649337181e-07,-4.289136761722664e-06,-3.168955849572013e-06,-1.7673527539429826e-06
0,audio/right,0.16676906008747272,1.8745259264106524e-06,4.585244662638351e-06,1.209903075503098e-06,1.5230182492818816e-06,-1.919434141761514e-06,4.0007622155841975e-06,-1.0247515989072503e-06,-2.4791961143753364e-06,-2.4112314726397506e-06,-3.1381365917036006e-06
0,audio/right,0.17343572675413937,2.5675704919625153e-06,6.289866753438104e-06,-1.3053865687506667e-07,2.6482197418001724e-07,-1.1067715346204267e-06,-2.1206193391803164e-06,-1.518268110939601e-06,-1.7038979215338161e-06,-1.5856347896348207e-06,-4.691307500161297e-06
0,audio/right,0.18010239342080608,2.0780515766698033e-06,4.964304086189274e-06,-9.347508362449533e-07,1.8713665184752324e-06,-1.7817562732220341e-06,-3.4878196036013662e-06,-1.3466400812531987e-06,-1.9217042189979577e-06,-1.611910056689563e-06,-5.753084666567537e-06
0,audio/right,0.18676906008747274,-2.076728589019448e-06,1.0395282274623825e-06,-2.545192580935899e-06,3.5143069487887314e-06,-1.693495120740843e-06,-7.732143539192831e-08,1.0390042659538436e-07,-2.0107793303733e-06,-2.7609331205159604e-06,-7.1521625285840855e-06
0,audio/right,0.1934357267541394,-3.87933111863446e-06,3.204666644869575e-08,-4.820721704623382e-06,2.7183794251847077e-06,-7.007801610157739e-07,1.6523619026597933e-06,1.9946449893761673e-06,-1.3030965437861594e-06,-3.374308491390341e-06,-8.33869947292529e-06
0,audio/right,0.20010239342080605,-1.3528105871372756e-06,1.905403574944717e-06,-5.2243995866926725e-06,2.1445407869790243e-06,-2.5008649168937124e-06,6.353700000631786e-07,3.0081547123521356e-06,-3.144828052704554e-07,-2.2552146926059364e-06,-7.532261876247614e-06
0,audio/right,0.2067690600874727,7.658841821127589e-07,3.1456860577834148e-06,-1.1610473842190558e-06,5.544572881055843e-06,-5.291804256048169e-06,2.668280656926487e-06,3.6451473731998784e-06,7.689412748491255e-07,7.048774133428611e-08,-4.63063414233629e-06
0,audio/right,0.2134357267541394,-2.4298884454336467e-07,3.0871381290173186e-06,3.6550545005502e-06,8.557797698529233e-06,-2.6318882393763596e-06,7.77349626924756e-06,5.084506829015575e-06,2.8065667024675114e-06,3.0032980366650583e-06,-1.0765603128016352e-06
0,audio/right,0.22010239342080606,5.210362732496896e-07,5.2192388925059675e-06,4.783976033437137e-06,6.0704557079421015e-06,5.174051578530791e-06,8.305697579990106e-06,6.6304062173974085e-06,5.680588826599587e-06,6.251447048703741e-06,1.9443734945900145e-06
0,audio/right,0.22676906008747272,5.5128032220321254e-06,9.8039514136432e-06,5.2103411322187814e-06,2.0407611530012943e-06,1.0352611945111502e-05,2.672874887437436e-06,6.820706406926319e-06,7.690463363998148e-06,8.531051592175712e-06,3.7077830801389324e-06
0,audio/right,0.23343572675413937,1.1441955534444147e-05,1.432513170704171e-05,1.0408089297119469e-05,5.1177310263421605e-06,1.1004877750959684e-05,-9.895671816067804e-07,5.995987131702398e-06,7.577733337118008e-06,8.357688352748143e-06,3.331777462155999e-06
0,audio/right,0.24010239342080608,1.404661784197414e-05,1.678487756569164e-05,1.6041290015744097e-05,1.300664370716964e-05,1.1166377303604124e-05,4.6294278492314524e-07,4.765035694756108e-06,5.728361893802947e-06,6.090113568985326e-06,1.1054981806267057e-06
0,audio/right,0.24676906008747274,1.3874220100885549e-05,1.8026430719364953e-05,1.5340847602860415e-05,1.6037494123424742e-05,1.012041375597943e-05,8.987782141547311e-07,2.403219693788131e-06,2.917163048929831e-06,3.2500300105335825e-06,-1.4959440603746157e-06
0,audio/right,0.2534357267541394,1.248925689753204e-05,1.7832162008687574e-05,1.1709408918625768e-05,1.163862102843036e-05,4.393386666732925e-06,-1.0691441777553955e-06,-4.49087111101484e-07,5.5419501270527334e-08,7.156095582798992e-07,-3.611765318704265e-06
0,audio/right,0.26010239342080604,1.1798258020507103e-05,1.604580517216085e-05,1.2472031891824343e-05,7.714603056011814e-06,-3.9122059472493793e-07,1.3570526202237499e-06,-8.140625977399037e-07,-1.4616363467725593e-06,-9.863567004378144e-07,-5.548772309073536e-06
0,audio/right,0.2667690600874727,1.1994454726977636e-05,1.3076717632137207e-05,1.3727309225617098e-05,8.085697783284285e-06,2.7798351123591567e-06,7.434854643925161e-06,1.243600838282179e-06,-1.371609233745066e-06,-1.5864821246119448e-06,-7.289995816872309e-06
0,audio/right,0.2734357267541394,1.0944579973861165e-05,1.0192293709591792e-05,8.786813673873735e-06,8.966360980771801e-06,7.313965289805111e-06,7.203882874136417e-06,1.03699667398032e-06,-2.066507677622275e-06,-2.6971030527381693e-06,-9.016988501073723e-06
0,audio/right,0.28010239342080606,5.16434712046764e-06,6.890805832550853e-06,1.8688113472835455e-06,7.309188650854491e-06,1.3157524491713403e-06,9.583107657568347e-08,-3.1923821746328887e-06,-5.395325951337907e-06,-6.39034912204796e-06,-1.1411315964767145e-05
0,audio/right,0.2867690600874727,-1.6335830218749681e-06,4.062528697539503e-06,6.015468329051129e-07,6.409099581139395e-06,-1.0709580475889197e-05,-2.2664740115919008e-06,-6.474112680605499e-06,-9.21019776657679e-06,-1.0804568208560614e-05,-1.3517138491058034e-05
0,audio/right,0.29343572675413937,-1.566660026655203e-06,3.700012964255224e-06,1.2690301971097494e-06,7.46169911738461e-06,-1.3883874377116449e-05,2.568833025131976e-06,-5.483540876672267e-06,-1.0099689318720162e-05,-1.1343074682010453e-05,-1.2538067539385005e-05
0,audio/right,0.3001023934208061,6.123336968261329e-06,6.530232552594976e-06,-1.2603793295704222e-06,7.389195151939169e-06,-6.418436240916486e-06,3.7284623111119732e-06,-3.9349529780211054e-06,-8.411181315590063e-06,-7.741585156753004e-06,-8.869618367783315e-06
0,audio/right,0.30676906008747273,1.1186372286095607e-05,9.145834547924373e-06,-1.7969141905173966e-06,4.1905064656796135e-06,-6.312512199710021e-07,-1.2120851085793993e-06,-4.5901873476489065e-06,-6.433779124022979e-06,-4.57806583443004e-06,-6.705332618282052e-06
0,audio/right,0.3134357267541394,8.995331550717444e-06,1.0053376512133781e-05,4.964428017186411e-06,1.7858177875363673e-06,-7.74402219316351e-07,-8.203164577527767e-07,-3.1275908629861137e-06,-3.6111451389148838e-06,-3.258030917621016e-06,-7.047154037859986e-06
0,audio/right,0.32010239342080604,6.66927375009439e-06,1.1054940012272382e-05,1.1429770429179665e-05,3.2005063175118722e-06,7.534045522431508e-07,7.2365810465443325e-06,3.237261147244988e-06,1.663652548810752e-06,-2.3009425326516677e-07,-5.518982886431821e-06
0,audio/right,0.32676906008747275,9.551178089144467e-06,1.3116612586706541e-05,9.93763048000894e-06,7.131681724726795e-06,6.394205094223983e-06,1.0041820122450533e-05,8.50624911458023e-06,6.549461288767446e-06,4.577469314233923e-06,-1.1847501330421972e-06
0,audio/right,0.3334357267541394,9.349971783229294e-06,1.2044811023421876e-05,4.4164907118304055e-06,9.852468781516311e-06,7.5540446620812944e-06,2.871388305369011e-06,6.661954416525119e-06,6.204448806286874e-06,5.479035140510083e-06,2.617861126547537e-07
0,audio/right,0.34010239342080606,4.6882781355060874e-07,6.495555548126645e-06,9.551235492269957e-07,1.0550312490829666e-05,1.7155515424444093e-07,-1.7618817947273297e-06,1.5596977680592595e-06,1.3011713800072363e-06,6.035154998780752e-07,-3.8095270129744867e-06
0,audio/right,0.3467690600874727,-7.60040999953596e-06,1.4834057025571908e-06,-2.6402241432034105e-06,9.40017086501253e-06,-8.428721117512264e-06,3.192320902363635e-06,2.3312670558994038e-07,-2.3647320564507086e-06,-4.0874950090234995e-06,-7.787912894389279e-06
0,audio/right,0.35343572675413937,-3.942758174547304e-06,2.1872316482104466e-06,-6.915054771493014e-06,7.211785619664918e-06,-1.0699722136735552e-05,7.899078179216505e-06,2.0346934909995206e-06,-2.4013312372100166e-06,-4.361203306713362e-06,-7.753149617667851e-06
0,audio/right,0.3601023934208061,3.7594211398326754e-06,5.20007383404196e-06,-6.9432412712680946e-06,5.299268914381605e-06,-8.86122722332808e-06,4.275812975037664e-06,1.7270412403277279e-06,-2.124559680977648e-06,-3.53839345254075e-06,-7.4619216233416455e-06
0,audio/right,0.36676906008747273,2.9619672598867153e-06,5.276691150701709e-06,-2.7842332742749475e-06,6.378624398257198e-06,-8.039758564504927e-06,-1.1166641265756249e-06,-9.387247569691275e-07,-3.77735685089092e-06,-4.712292063628306e-06,-9.688416414910433e-06
0,audio/right,0.3734357267541394,-2.790081316299568e-06,2.4201335177013436e-06,-2.17461165968654e-06,9.592026339077343e-06,-8.250606917365662e-06,-7.248022971044506e-07,-2.0235518134455825e-06,-4.843456023835866e-06,-4.9805363890447265e-06,-1.030700905139686e-05
0,audio/right,0.38010239342080604,-6.448740144446302e-07,3.6501693675317505e-07,-6.09083007906803e-06,1.0921616671918517e-05,-6.485332794738612e-06,2.9197340970083933e-06,-4.135581461449942e-07,-3.1814116588921454e-06,-2.0556597413343434e-06,-6.879600890853851e-06
0,audio/right,0.38676906008747275,6.482265286419459e-06,-8.275877104802963e-07,-7.697370342984365e-06,8.002790791273131e-06,-3.480645554434926e-06,4.9305104880029625e-06,1.6560611384960369e-06,-5.458562753351632e-07,8.786118725197942e-07,-3.6006050642312163e-06
0,audio/right,0.3934357267541394,5.7194428230871485e-06,-1.0506399135234803e-06,-4.595196025191819e-06,5.69710949424658e-06,-1.4498032345063713e-06,5.357500011212692e-06,3.240520542703227e-06,1.2492893597226895e-06,1.672712454721559e-06,-2.800849446230024e-06
0,audio/right,0.40010239342080606,-2.627724475337541e-06,2.205625310089533e-06,-1.1498834999916007e-06,9.011375567085488e-06,6.387954466423296e-07,5.21498574236989e-06,5.290363263407155e-06,3.6912419978185435e-06,3.665962621916642e-06,-5.960823365444236e-08
0,audio/right,0.40676906008747277,-3.75475159960378e-06,9.922695201726038e-06,2.3022833960697865e-06,1.5842828344923888e-05,5.3132686950950744e-06,5.321093932585615e-06,8.01116544445049e-06,7.868683916566343e-06,8.72932792879747e-06,6.537844960250628e-06
0,audio/right,0.41343572675413937,6.426686111707398e-06,1.6174717356014493e-05,7.1174143947048264e-06,1.8570442504170754e-05,9.856721087182337e-06,8.073992842450335e-06,1.0084385031090024e-05,1.1054633404061734e-05,1.2214363013304399e-05,1.1200046846442298e-05
0,audio/right,0.4201023934208061,1.6991814155265334e-05,1.6698415018547213e-05,9.69842845451902e-06,1.5975634052802173e-05,9.447430776858196e-06,1.3108966994988708e-05,1.0240652256690094e-05,1.0189574205488808e-05,9.938441924556034e-06,9.256600433093328e-06
0,audio/right,0.4267690600874727,1.9142834734826735e-05,1.4753374766478754e-05,7.1688606762863405e-06,1.3807705742982414e-05,5.636731336357361e-06,1.4969640938500426e-05,8.688245740331022e-06,6.840968468647539e-06,5.1002111691764785e-06,4.411178625677804e-06
0,audio/right,0.4334357267541394,1.6113347285778626e-05,1.6136025078246062e-05,5.883661995342612e-06,1.6116867046685733e-05,5.878116569898865e-06,1.2596918217640725e-05,7.422509302641069e-06,4.985429115878955e-06,3.296179806701247e-06,2.313615410016306e-06
0,audio/right,0.4401023934208061,1.236935098943738e-05,1.915419652484993e-05,1.0492395808167048e-05,1.8677252648956587e-05,1.1474294579456401e-05,1.2471358226632854e-05,7.901175095329423e-06,5.352114099403234e-06,4.667008320155271e-06,3.350304273569409e-06
0,audio/right,0.4467690600874727,1.0650103771731569e-05,1.9701837984375683e-05,1.532455206622515e-05,1.7236774409019376e-05,1.546599641441915e-05,1.5862739236449755e-05,8.43757831327077e-06,5.14651625980082e-06,5.450079418281224e-06,4.722478381538895e-06
0,audio/right,0.4534357267541394,1.3258128835832045e-05,1.8286777868712216e-05,1.468097328970104e-05,1.3211911220827061e-05,1.3611609935020492e-05,1.4036963648176093e-05,6.275376770275699e-06,3.2117181773418628e-06,4.4293187781611025e-06,4.950247950947116e-06
0,audio/right,0.4601023934208061,1.8508012170842506e-05,1.8774604252986934e-05,1.3771580761004318e-05,1.1214716686847904e-05,1.0606270702533994e-05,4.867359962584909e-06,2.6391160556839954e-06,1.628343649674464e-06,3.551493051347858e-06,3.3559327389203473e-06
0,audio/right,0.4667690600874727,1.7471877513559432e-05,1.9788261389761528e-05,1.693400866106288e-05,1.1417921783978641e-05,1.0100877964887943e-05,-1.6646442750256735e-07,1.440682006826825e-06,1.702606600204288e-06,3.6188521159159834e-06,-3.366310862153579e-07
0,audio/right,0.4734357267541394,9.426194757681856e-06,1.8094574900765756e-05,1.8696453437178903e-05,1.1645061146403975e-05,8.775250285461227e-06,5.268424917450392e-06,2.6506746446489414e-06,1.4169578376871796e-06,2.9146609772573765e-06,-4.610044392050131e-06
0,audio/right,0.480102393420806,6.355449736671392e-06,1.4503002826698643e-05,1.3943428402611981e-05,1.0595897680652847e-05,3.882165582440125e-06,1.0665389212204765e-05,2.0324606998931262e-06,-1.017929983624071e-06,3.049468015086095e-07,-6.812657118602679e-06
0,audio/right,0.4867690600874727,1.4015944389857427e-05,1.3612538168999447e-05,8.40929929339731e-06,9.644946103768374e-06,4.984100568970217e-07,6.993468553153486e-06,-1.177291570180071e-06,-3.782692733482604e-06,-2.4417916781097964e-06,-6.140471976823052e-06
0,audio/right,0.49343572675413944,1.8550660088875968e-05,1.5459237705036612e-05,7.821031133148202e-06,9.684187447719216e-06,3.8014569736120385e-06,1.5697004228788234e-06,-2.4000055916811834e-06,-3.6974137507649915e-06,-2.3886191980178545e-06,-3.5546958764599824e-06
0,audio/right,0.5001023934208061,1.0728258990512433e-05,1.6822217115359185e-05,9.278972760042644e-06,1.1407568211480815e-05,1.1175387958785324e-05,3.637867368446517e-06,8.158798360048948e-07,-5.509016247420056e-07,1.0556081018368467e-06,-5.694259621129467e-08
1,visual/left,-0.09989760657919393,2.2894092448682733e-06,5.900544222403221e-06,1.6837561697811412e-06,5.138121926291104e-06,5.523846747770698e-06,2.656393585020685e-06,2.0834046014247225e-06,1.340159657606002e-06,2.9976671455120008e-06,3.141896210015192e-06
1,visual/left,-0.09323093991252726,6.679154810944193e-06,4.2896601948707465e-06,4.32008518837998e-06,2.556037439817538e-06,-1.751009469287036e-06,-1.6430955853585395e-06,1.2678653079958143e-06,1.7905052566163897e-06,2.8509577803795127e-06,3.2816080458920764e-06
1,visual/left,-0.08656427324586059,-2.243141605690412e-08,1.713064104942625e-06,6.269152471471874e-06,8.085626746978223e-07,-6.901062637016571e-06,-1.8899381089451842e-06,5.282670881780333e-07,1.0202019385503944e-06,1.7041396790200823e-06,2.3537864874793012e-06
1,visual/left,-0.07989760657919392,-6.982814562112333e-06,-6.671417583026249e-07,4.061897504515071e-06,2.640856892590246e-06,-4.377670501362707e-06,1.4148602831477783e-06,3.9530155653737547e-07,1.737121813830742e-07,7.601835414961494e-07,1.3406339577987315e-06
1,visual/left,-0.07323093991252726,-4.982055301415444e-07,-1.2540831883970848e-06,-2.560557128586278e-07,4.004369514049566e-06,3.335812684751909e-06,3.2008218514640166e-06,4.6220595956572093e-07,1.1857943479374669e-07,1.9434823830384115e-07,3.762042094777702e-07
1,visual/left,-0.06656427324586059,9.662281257236857e-06,-5.053221000466893e-07,-3.0432976756050618e-06,-1.6429988469576034e-07,7.494656665820249e-06,2.5956407864011697e-06,6.742857219370478e-07,4.4116933941704065e-07,1.571966849846491e-07,-1.6166942963351525e-07
1,visual/left,-0.05989760657919393,6.7576807202585865e-06,-7.326528771272239e-07,-4.394563882976382e-06,-6.93280506367125e-06,3.628210109715212e-06,4.581869778136935e-07,-1.1815000226770655e-08,-3.065532225455056e-07,7.555991293076006e-08,-2.5894653434332553e-07
1,visual/left,-0.05323093991252726,-4.050619655224171e-06,-1.9409740455233875e-06,-4.895581276331991e-06,-7.763113175229293e-06,-1.7618657122614674e-06,-2.834912678546969e-06,-1.8128996269493191e-06,-1.8342732922218814e-06,-8.453772936212804e-07,-9.244776547197049e-07
1,visual/left,-0.04656427324586059,-6.893876673174151e-06,-2.4750651603648925e-06,-3.236053093328001e-06,-2.171409636977168e-06,-2.3473737566500155e-06,-5.165791439574128e-06,-2.923570185115279e-06,-2.234118916579811e-06,-2.4334755222386676e-06,-2.6778215021503385e-06
1,visual/left,-0.03989760657919393,-1.5266067522076466e-06,-1.13788641774383e-06,1.095328017754694e-06,1.299995614754964e-06,-1.395204537651543e-06,-3.1061004555434816e-06,-1.5261722571186064e-06,-8.179542034926667e-07,-2.892690486327168e-06,-3.4116270717924833e-06
1,visual/left,-0.03323093991252726,9.22826637123184e-07,9.038744003710269e-07,4.237477241707034e-06,-1.7266767505244128e-06,-4.855325546681681e-06,1.3453460253169754e-06,6.980836431296234e-07,4.100999821120646e-07,-1.73173058491111e-06,-1.2646765046473723e-06
1,visual/left,-0.026564273245860595,-1.4723767491740626e-06,1.8257469520454855e-06,2.331115137699177e-06,-4.299458518791764e-06,-8.676387059312969e-06,3.0027751777425844e-06,1.2561725171376595e-06,4.181890144956191e-09,-5.44494031938959e-07,1.8565001001599311e-06
