hEOG,vEOG
-0.007849666975844855,-0.005023155819384201
-0.007811516281725502,-0.004993304815487079
-0.007853604023792716,-0.005018773636075465
-0.007898515111875568,-0.0050675873129581665
-0.007855410653157825,-0.0050287197301680025
-0.007814343777602959,-0.004995154320112567
-0.007859152598307457,-0.005021803083613669
-0.007898073787079686,-0.005050682827054614
-0.007858820413522562,-0.005022239601274315
-0.007813404794891458,-0.004983191703407833
-0.007863537589328111,-0.005017277756262146
-0.007905563585314794,-0.005050616184538097
-0.007865043530556226,-0.005016228451622637
-0.007818868039917852,-0.0049751353749883905
-0.007866056523415333,-0.00501518932117926
-0.007907767513349316,-0.005048044171583354
-0.007865753632492365,-0.005023761552812054
-0.007823579024549387,-0.004985323212513231
-0.007866298398697194,-0.005024307853023961
-0.007910293205709028,-0.005067370329494146
-0.007868495783164554,-0.0050336888664309675
-0.007825847596620404,-0.0049933663291658196
-0.007866462536144,-0.005027107673648751
-0.007908369940381063,-0.005064577795094083
-0.007866668264979348,-0.005027823409820654
-0.007819538835538866,-0.004986810391843041
-0.007864900360338593,-0.0050102353122599775
-0.007902186193041203,-0.005074913018781045
-0.00787322631763945,-0.005055625080234097
-0.007827592947418874,-0.005018989732242305
-0.007873299538938398,-0.005058620176078137
-0.007916741614397043,-0.0051116869198665335
-0.007878216227450318,-0.0050746810881481105
-0.007829793383450044,-0.005027002935825186
-0.007876978021352706,-0.005057987523823123
-0.007908129131777334,-0.005099098341501412
-0.007863455052393432,-0.005062630468556133
-0.00783107620858026,-0.005027799076160945
-0.00787805271587593,-0.005070929761044874
-0.00791761222859935,-0.00510410597942081
-0.007874575862551305,-0.005080168982294274
-0.007832598353432037,-0.005036320721153596
-0.007879685833557278,-0.005072682961987354
-0.007922641346943827,-0.0051093919969461945
-0.007876781266575874,-0.0050768584492078776
-0.007831112154533254,-0.005036043615873695
-0.007881455314838526,-0.005070695202496185
-0.007920562183628754,-0.00511386572850691
-0.007879789800925074,-0.005088786512370018
-0.007834307626293927,-0.005034668052405814
-0.007884384367422849,-0.005073226614962089
-0.007921699241399778,-0.005108250856933049
-0.007875720084651162,-0.0050859448240046555
-0.00783306011962731,-0.00504268828655906
-0.007877797924619314,-0.005065941593862631
-0.00792563634711287,-0.0051083899673902
-0.00788541470913009,-0.0050745677793204175
-0.007841401382410918,-0.005035916765434556
-0.007886763367967495,-0.005073548300155895
-0.007926459079565507,-0.005119254987732849
-0.007880395200863062,-0.005080546451168622
-0.007840582325498908,-0.005040499971308595
-0.007885289846292472,-0.005075333016512038
-0.007928507695933337,-0.005111611454564323
-0.007884495501616219,-0.00508393263959936
-0.007840992206129844,-0.005042946294130094
-0.00788474634034282,-0.005074296061347896
-0.007924322080295447,-0.005117999665254937
-0.007883471310403576,-0.005091583602957033
-0.007835835004707697,-0.005051658725212403
-0.007878072236730272,-0.005084421864781249
-0.007926084780207473,-0.005114817970743902
-0.007881738783070136,-0.005087572005302681
-0.007839746921727514,-0.005041790599971249
-0.007879503058140317,-0.0050739360928027475
-0.00792397136113206,-0.005116353897330868
-0.007880288898054932,-0.005086655542254358
-0.007841051878993944,-0.005045026095452057
-0.007888010025260643,-0.00507468805317964
-0.007925669145853907,-0.005121956044294047
-0.007881484388947183,-0.00508692468436489
-0.007838144287852242,-0.005044728597985437
-0.007885142626310501,-0.00508538204809431
-0.007922058016317977,-0.005124031382248471
-0.007882378621532092,-0.005082710399197366
-0.007833714782863368,-0.005050219239902371
-0.007882843277669522,-0.005079196487284511
-0.007921307196050123,-0.005116575714690667
-0.007878893308363891,-0.005079617695193925
-0.007837174614617418,-0.005045767662318347
-0.007886733467257871,-0.005080170136275772
-0.007924422776204318,-0.005118524625217552
-0.007875774327732532,-0.005085160198342624
-0.007834225812927767,-0.005050879144370495
-0.007880997109544232,-0.005080100381133943
-0.007920739124515044,-0.005122004723650849
-0.007880644122961446,-0.005086947400510169
-0.007841204637390324,-0.005049462925798297
-0.007884993019645,-0.005089464901455285
-0.007920802644755134,-0.005123366735160043
-0.007870825451271504,-0.005097683574526098
-0.007831001232194832,-0.0050511098477260385
-0.007877353108149986,-0.005095113323751682
-0.007917675778983342,-0.005130229286177018
-0.007873680614793247,-0.005098088657300823
-0.007827250010741466,-0.0050699461127808555
-0.007871420179761314,-0.005095970691324292
-0.00791390962622442,-0.0051396633492097644
-0.00786941086742343,-0.0051076609997431684
-0.007835484332207161,-0.005067773663204673
-0.007879271712643738,-0.0051024203925319695
-0.007921262154568632,-0.005140736461577594
-0.007878900803361127,-0.005106855145369339
-0.007838010412193432,-0.0050683397307500315
-0.00789285364892681,-0.005102100778209565
-0.007929923342674854,-0.005140300037189719
-0.007884851756726256,-0.0051074369335365214
-0.007842804399775824,-0.005054823159796045
-0.007881875825715609,-0.005098969369712643
-0.007926655092259139,-0.005134744585933911
-0.007882525636671201,-0.00510337047891869
-0.007829913857577524,-0.005066478496372181
-0.007875555812509538,-0.005099984803025598
-0.007917440990123889,-0.0051428448681560155
-0.007874863134577754,-0.005109515226684731
-0.007824911112457885,-0.005072972444588436
-0.00787049767968642,-0.005106966410457158
-0.007913439689488433,-0.0051390654948170215
-0.007871536234795327,-0.005112147701897179
-0.007830236247241178,-0.005065480278532458
-0.007878026715967863,-0.005102104058175212
-0.007917359830420584,-0.005135098851800264
-0.007881501105735883,-0.0051066855006844745
-0.007835898021776116,-0.005072115327558964
-0.00788784359098925,-0.005102271706970223
-0.007927249265589754,-0.005146101075663525
-0.007886362870532187,-0.0051011985732458244
-0.007842481400114459,-0.005062206433244688
-0.007891246180016097,-0.005097339604148502
-0.007926260431740129,-0.005132056819643849
-0.007887800103600979,-0.005101932948526246
-0.007842796178892822,-0.005052508128860933
-0.007879286099878159,-0.005091864567215248
-0.0079198909708113,-0.0051560925554792955
-0.007881541918556738,-0.005137690474115698
-0.007839386854177238,-0.005108480536650511
-0.007886765217390854,-0.005164350181373126
-0.00792991293087746,-0.005214590503457216
-0.007887959564468824,-0.005187714324623927
-0.007848432602959126,-0.005157146568316882
-0.00789073204493162,-0.00518615465546061
-0.007936004125845126,-0.005218726085162574
-0.007899575752995734,-0.005195549450208689
-0.007858669252126756,-0.005150714727034485
-0.007895792355267432,-0.005185887896781665
-0.007941511528093347,-0.00522513305716344
-0.007895258784989404,-0.005184984482782515
-0.00784658844989274,-0.0051480966782556925
-0.007898964183584314,-0.005184023366391131
-0.007936290942568352,-0.005218995838536379
-0.007887425890833398,-0.005181286184914034
-0.00784213096868497,-0.005151532079999449
-0.00789360448741518,-0.005180064905026097
-0.007930097636631767,-0.005227226828429883
-0.007882968888435524,-0.0051859139220120035
-0.007839659158782732,-0.0051555549464824815
-0.007888693700792345,-0.005190900262367308
-0.007929158764538318,-0.005235926807426689
-0.00788791255705286,-0.005200987651555203
-0.007843565116596105,-0.0051672906296249595
-0.007891338653833457,-0.005193082458934574
-0.007928491752842791,-0.00523521995626051
-0.007881105802035127,-0.005189045966874556
-0.007841792594457898,-0.005156607581486751
-0.007889683550655467,-0.005194831827573979
-0.007927086836949917,-0.005209923741650632
-0.0078841328936531,-0.005188877266509888
-0.007842666475382091,-0.005155467851595509
-0.007886329648310497,-0.0051880975624385975
-0.007926190826383104,-0.0052267039740499935
-0.007881560900012588,-0.005202576840919753
-0.007838132040267124,-0.005164563191988833
-0.007884359520336079,-0.005198018599193647
-0.007926189456909885,-0.0052418762820428035
-0.00788223002579484,-0.0052143291876696005
-0.007839968122039432,-0.0051647186707271114
-0.007885815289700487,-0.005214820170583958
-0.00791927612630139,-0.005242954590708049
-0.007886919131443,-0.005216390583054187
-0.007838211409993117,-0.005180900569730782
-0.00788969907480853,-0.005196743871179369
-0.00792476846818003,-0.005243529304648511
-0.007869167464484165,-0.00523478334596714
-0.00782741510637194,-0.005204361227981993
-0.00787314123768091,-0.005253593071852426
-0.00791477353357004,-0.005294362559698439
-0.007867745923707238,-0.005275154273484818
-0.007823601355306825,-0.005245253252335147
-0.007870697124914398,-0.0052705964197379196
-0.007905660354501963,-0.005314397185716937
-0.007862667146182402,-0.005277797573068194
-0.007810330199403288,-0.005238052660960389
-0.00786341736675896,-0.005275002049638978
-0.007900695547841315,-0.0053142803629204404
-0.007851226046444228,-0.005288110465638283
-0.007817582925212346,-0.005247673335789179
-0.007867389506572764,-0.0052754023536183
-0.007904433579108023,-0.0053142198243169335
-0.007861420583165999,-0.00528608326446702
-0.007819399483053624,-0.005237307667067327
-0.007861430913834257,-0.005274226595284519
-0.007902480580673957,-0.005312903852170355
-0.007853989279513317,-0.005289292874635077
-0.007817415274299418,-0.005252975098937006
-0.0078594462452393,-0.005292717374104028
-0.007895180619413158,-0.0053226207757527365
-0.00785456832723196,-0.0052889019732202764
-0.0078124436749936604,-0.00525650676458285
-0.007864404528010993,-0.005290334185895638
-0.0079062052824583,-0.005315088186874806
-0.007864621105145854,-0.0052961250685392884
-0.007822881157884841,-0.005254548941246868
-0.007868870049385204,-0.00529025994081442
-0.007899640987552966,-0.005325258275774042
-0.007854967066453005,-0.00528886805497892
-0.007809738070382482,-0.005257659994851515
-0.00786055891438773,-0.005284485383149021
-0.00790015441921777,-0.005326880822465991
-0.00785534648337645,-0.005289769458171833
-0.007814457011336378,-0.005265129265222552
-0.00785785451988906,-0.005298916319618062
-0.007896432497153398,-0.005336561909866621
-0.007853594818687354,-0.005296955280998292
-0.007813202374804514,-0.005255428975807999
-0.007859538164326947,-0.005306330706590908
-0.00790021017229647,-0.005327339020503742
-0.007854180607539453,-0.0052971762668500375
-0.007808788053649818,-0.005259912062221128
-0.007857287357876828,-0.005288992646867488
-0.00789586067878745,-0.005330677054318422
-0.007855883982949534,-0.0053032157931498115
-0.007809143697285655,-0.005266538811040408
-0.007861943256793185,-0.00529966489656
-0.007897628996311272,-0.005331627259725148
-0.00785257428412954,-0.005301641651837412
-0.007811656884504195,-0.005259205624397311
-0.007855083355954666,-0.005302445636712611
-0.0078928904206122,-0.005329802335283132
-0.00784242631297199,-0.005303193535875193
-0.007798875156711778,-0.005268458551834359
-0.007850747222138242,-0.005299702523139345
-0.007890265130963721,-0.00533491315239465
-0.007847887306284492,-0.005299799323784241
-0.0078076408813850815,-0.005254424854888241
-0.00785194360500624,-0.0052906667829615605
-0.007890136243683472,-0.0053293487901959384
-0.007846931304572004,-0.005292740637058944
-0.0078039880382474265,-0.005261859821076841
-0.007847091935188143,-0.0052998257843750755
-0.00788689495103553,-0.005332373019938762
-0.007846572313538445,-0.0053013407626016475
-0.0078005090422106176,-0.005262070733357597
-0.007852967823134634,-0.0052914956704992605
-0.007888939253383577,-0.005332163489159132
-0.007839929699273128,-0.005299663026613334
-0.00780034378573397,-0.005262909605836382
-0.007846725176920064,-0.005296061711092967
-0.007883212618902291,-0.00533211808941893
-0.007829922707967748,-0.005295508873829816
-0.0077938525358185904,-0.00525441917356068
-0.007843975789310195,-0.0052934220321527075
-0.0078889368495239,-0.005329080975638414
-0.007834418199327724,-0.005294842262821626
-0.0077899837450386865,-0.005261247332330062
-0.007873688633957711,-0.00529216914478395
-0.00794202180139486,-0.00531576918622994
-0.007930002815114875,-0.005285676005973858
-0.007904831499005668,-0.005249465869616144
-0.008007806934117987,-0.0052748286635406726
-0.008070882698181596,-0.005324579007031306
-0.008074811963800093,-0.005284644055132997
-0.008068598663714732,-0.005252152376228392
-0.00815951684309585,-0.005303561327988868
-0.008291242545626028,-0.005324955631072013
-0.008255753330421056,-0.005304267658396913
-0.00829063276508595,-0.005268667332150101
-0.008384316915270765,-0.005309165625395637
-0.00848700845324444,-0.0053407447244955665
-0.008476257942534015,-0.005305045856218034
-0.008466335545380243,-0.005266325927293841
-0.008530092637305328,-0.005300383633629248
-0.008579928617123405,-0.005345362930553407
-0.00854767294667352,-0.005297258104200132
-0.008506967808900628,-0.005263586745318423
-0.008555629363438129,-0.005296653277429163
-0.008591019816611294,-0.005321791126494738
-0.008529706203842077,-0.005302080685885474
-0.00848291499652598,-0.00525981404722182
-0.008500996607418506,-0.005292583983384083
-0.008521651739159967,-0.005324687894449854
-0.00845092502938898,-0.005286313732723634
-0.008394265118039331,-0.005257573102435183
-0.00842367999496656,-0.00528873855325489
-0.008456278302259798,-0.005320014284274956
-0.00839681599080273,-0.0052842527253404836
-0.008345854549809592,-0.005244966939586791
-0.008378076873511569,-0.005281456152119733
-0.008407336234300778,-0.00530903730982183
-0.008347317509077967,-0.005269003132803109
-0.00830663503613758,-0.005233982024607521
-0.008347963500469765,-0.005269837338621215
-0.008378603375008216,-0.005300013382490685
-0.008320191630649175,-0.005259132471731548
-0.008272775509987739,-0.005225422429667583
-0.008319469220785575,-0.005256892150127265
-0.008351029835661149,-0.005291123085781816
-0.008298611609619543,-0.005264731296764354
-0.008256124216327546,-0.005216558364916127
-0.008301558211962637,-0.005264099974735944
-0.008335535123286872,-0.0052968824646186935
-0.008286173243240007,-0.005255726537088614
-0.008237520907954867,-0.005230610421499119
-0.00828851885314303,-0.005259710253124239
-0.008324950610380586,-0.00529140384175103
-0.008281664090314996,-0.005265998175696379
-0.008230919192300594,-0.005217850567215987
-0.00828156421586393,-0.005257355428757808
-0.008315839259963449,-0.005286258309632042
-0.008265237191925037,-0.005258280849358922
-0.008227021141882849,-0.005224493124026357
-0.008266742212682587,-0.005258811450043377
-0.00830153121083424,-0.005286322885835923
-0.008256283882974447,-0.0052577612012224125
-0.008215336863361757,-0.005213218831537834
-0.00825817082070449,-0.005246153649550712
-0.00829547321464395,-0.005295011886490538
-0.008253208747606594,-0.0052510515840890745
-0.008212735431474839,-0.005218700248847289
-0.008258537171999926,-0.005247144146777163
-0.008304117820883142,-0.005287890920107142
-0.008247662340600821,-0.005255345633662233
-0.008202978440697086,-0.005216107573484831
-0.008250957546955455,-0.005242627416567757
-0.008291326667240806,-0.0052889755605729505
-0.008250268086636982,-0.005247655546888413
-0.00820210796220777,-0.005201470614796663
-0.00826565982246264,-0.0052438689835782
-0.008296837914930112,-0.005291975964472772
-0.008249700041043884,-0.005256797149245634
-0.008212272616693675,-0.005210811848653091
-0.008275215372859497,-0.005249739976246697
-0.008301047725822032,-0.005285323427319111
-0.008260532162423838,-0.005253876347628022
-0.008231337101214752,-0.005215814712370077
-0.008304228324284095,-0.005232402561351975
-0.008333454750865709,-0.005278308294304557
-0.008287996939165902,-0.0052437237538269415
-0.008260274636321672,-0.005203751711830565
-0.008314545448157733,-0.005252623663919803
-0.008396891171693366,-0.005272510978557757
-0.008358065086526988,-0.005241458656899832
-0.008378636274046313,-0.005214223038385606
-0.008477869896492763,-0.005250814810576189
-0.008558273050789702,-0.005295850113978581
-0.008557187492851606,-0.005256679380890877
-0.008601183589522068,-0.005240987173319921
-0.008674942177876769,-0.0052832931490243
-0.008782267680307328,-0.0053149658359316785
-0.00875832339875048,-0.0052825045066964465
-0.00874482579986965,-0.005255170383772261
-0.008793764131727194,-0.005294751209413278
-0.00883543519695323,-0.005319909509470608
-0.008772969788971532,-0.0052859167075397185
-0.008726895387753269,-0.005246043668489269
-0.008746051996283711,-0.0052697498335644135
-0.008773411283200236,-0.005303901610501324
-0.00870193712929913,-0.0052680213910944835
-0.008632796257908092,-0.005224520677389328
-0.008662482328427958,-0.005263758406123282
-0.008681148242357052,-0.005301341914422118
-0.008604768646821838,-0.005252146992796753
-0.00853669700064716,-0.0052267562731185425
-0.00855609990486919,-0.005247991824781605
-0.00857990226575119,-0.005285990666269026
-0.008507377598676055,-0.005250075468261429
-0.008448499305498108,-0.005215438232031638
-0.008481408991582333,-0.005257396194232296
-0.008516742546620852,-0.0053037304146571936
-0.008441659938312366,-0.005257351880181092
-0.008389963863438871,-0.005216021111585119
-0.00842101681438352,-0.005253170958913044
-0.008452921531031981,-0.0052779241709190365
-0.008393509277064315,-0.005251701429061317
-0.008346535789423024,-0.005188542692766199
-0.008387979714273575,-0.00523362138360618
-0.00843106199374979,-0.005265359719968474
-0.008374264600238768,-0.005240061563585146
-0.00833060645051073,-0.005200601644645468
-0.008375206546977427,-0.005236599322462543
-0.008411722135034478,-0.005273365936853585
-0.008358660966728389,-0.0052316251234818785
-0.00831940501111254,-0.0051953240729696246
-0.008357047139755094,-0.005225777456621331
-0.00839179925090727,-0.0052682547871421865
-0.008327450278013794,-0.005229132096181596
-0.008290305230961132,-0.005206052455590301
-0.008334897569689257,-0.005228492217131381
-0.008373715309367298,-0.0052683568493587535
-0.008313081907958368,-0.005229837426262782
-0.008267624442408255,-0.005197779555858265
-0.008316425425733916,-0.005218659980581593
-0.008385951953847203,-0.00525177187376007
-0.008313431504960861,-0.0052349300109211065
-0.008281939148384666,-0.005178334859286407
-0.008349848270292372,-0.005224225322387449
-0.008415184785411959,-0.005269499501400765
-0.00836564466812204,-0.00522526292986968
-0.008325209356929323,-0.005196402454735434
-0.00838683988158146,-0.005241661447899804
-0.008451772359619686,-0.005276827927194927
-0.008452457339036587,-0.00524796496351846
-0.008464961018257423,-0.005222141157371497
-0.008548244842600012,-0.005273166298833985
-0.008632830673199757,-0.005282378967212147
-0.008651673968748084,-0.005296668842901645
-0.008663436049695016,-0.00520803734044793
-0.008741521358826823,-0.005251946231280421
-0.008795519446826877,-0.005292174784952974
-0.008806223102925058,-0.005232704397636083
-0.00876191176513906,-0.005212717504325852
-0.008855266380839198,-0.0052339339869540945
-0.0088903573400911,-0.005237261064836917
-0.008849737590958437,-0.005196254353953032
-0.008820858745518413,-0.005162436845968628
-0.008875070289601439,-0.005165308550776401
-0.00892436235242268,-0.005190204118652828
-0.00889030407467939,-0.00515418508880476
-0.008838696289063742,-0.0050709464169544196
-0.008882498854732407,-0.005122107806433249
-0.008928051271361639,-0.005134344200102538
-0.008862191212756903,-0.005070543404963242
-0.008813281267884738,-0.005014496399811903
-0.008851009751088278,-0.005033284444360563
-0.008864746902051556,-0.005073111378979501
-0.008810867262400365,-0.00500604065496917
-0.00874474903761244,-0.004987672857375732
-0.008768373279918818,-0.00497924154342074
-0.00877526879993129,-0.005015850836459553
-0.008704055023622143,-0.004969590476464806
-0.008642349624433632,-0.0049149123291013916
-0.008664253777765191,-0.004960150437238671
-0.00865757373704681,-0.0049682395940814
-0.008588237820068232,-0.004916693025955411
-0.008525125570525753,-0.004883554077164617
-0.008547463245201125,-0.004904112154647065
-0.008553905913876815,-0.004932351890898368
-0.008498989568911706,-0.004890715161307597
-0.008431169614469214,-0.004855326015499817
-0.008456902235440997,-0.004892262513434698
-0.008478260132598843,-0.0049080770306057205
-0.008412431487807206,-0.004882826326546954
-0.008352727626030995,-0.004859040819929732
-0.008390640393307686,-0.004882781615929492
-0.008413572587099275,-0.004946921061100687
-0.00835393090831514,-0.00489014144427024
-0.00830598976351298,-0.004873170004836777
-0.008345065931613238,-0.004920590816066801
-0.008364723061045796,-0.004936561667267221
-0.008314880515519858,-0.0049103811878643345
-0.008273390684438532,-0.004885992001186648
-0.008309183657679457,-0.00491963079666122
-0.008348313032551938,-0.00494951380567792
-0.008290031088195721,-0.0049143608174128115
-0.008248856509164008,-0.00488414892223485
-0.008290911736621916,-0.004926545214010372
-0.008318345556031101,-0.004974769124370442
-0.008276140695819974,-0.004922638309151506
-0.008235509895481009,-0.004901426340142724
-0.008282914002558792,-0.004956025094639352
-0.008317611946799173,-0.0049789417136364335
-0.00826585449076784,-0.00494470232471309
-0.008221506441734855,-0.004913421021092226
-0.008268691274260621,-0.004958743887406701
-0.008298897346579343,-0.004979878722922356
-0.008248495989813911,-0.004955940206933764
-0.008205307134956798,-0.004911632283179279
-0.008258696781085664,-0.00495796846835912
-0.008284046781260391,-0.004987572370793676
-0.008242353927798676,-0.004955915227006132
-0.008195426997411166,-0.004926713796290277
-0.008250392915147927,-0.004963478025710944
-0.008282497338618137,-0.004995340989360553
-0.008233331102373747,-0.004968241740909458
-0.008201933032862083,-0.004943729895363614
-0.008240258435911073,-0.004967898063525262
-0.00826990993080202,-0.005000326402572843
-0.008224137652906817,-0.004957739817732919
-0.008192845592520813,-0.004939688463959989
-0.008238423317791007,-0.00497392582399316
-0.00827494503732998,-0.004999651378733624
-0.008225838762460852,-0.004974898253531479
-0.008193671219367999,-0.004942759889026341
-0.008244135522317843,-0.004981476021491916
-0.008281480163516793,-0.005011502501515973
-0.00823913477056321,-0.004984967192292402
-0.008212913733038051,-0.0049400002076100055
-0.008283731538187927,-0.0049760875657363125
-0.008305545009741124,-0.005004753911033885
-0.008289132534796398,-0.0049728772833697804
-0.008241888775909496,-0.004929336414758486
-0.008297850517163542,-0.004964187380300356
-0.008351902488429291,-0.004992568462631908
-0.008361813974914353,-0.004946049481931979
-0.008346174951476987,-0.00491534547907918
-0.0084033139270183,-0.00495237680725104
-0.008499517580856942,-0.004982642286299319
-0.008478638591108176,-0.004935371712090526
-0.008506993539991287,-0.0049116005658104474
-0.008575858980963923,-0.004946369603503662
-0.0086345744936104,-0.0049591935709542186
-0.008661452813262376,-0.004920070433648334
-0.008649425530457394,-0.004894588048228363
-0.00870985806678154,-0.0049224585943908284
-0.008765371877998333,-0.004945748632510147
-0.008738419387713643,-0.004904398756526089
-0.008704621946395366,-0.004858657505509963
-0.008746153007805155,-0.004908016562984183
-0.008783516218821482,-0.004931097382543972
-0.008711161663717588,-0.00488046430176301
-0.008649700226277632,-0.004844346249336154
-0.008685367699924304,-0.0048849161239172545
-0.008688456917991094,-0.004927818671284818
-0.008607639736783195,-0.004890368645862166
-0.008552422420569276,-0.004860262345739041
-0.00858167377563227,-0.0048786047835402266
-0.00859269196675568,-0.004914307573698024
-0.008511279593375033,-0.00489259247653616
-0.008452204430144947,-0.004870173252381192
-0.008490061915115765,-0.0049024594682580925
-0.008503747470163416,-0.004939142882774711
-0.008436603808029297,-0.004909235988394253
-0.008382137201641797,-0.004871595881114191
-0.00840696392138577,-0.0049093166142223504
-0.00842497827494332,-0.004948062277783087
-0.00835415967950267,-0.004911169594909367
-0.008305962018524599,-0.004879578066403424
-0.008344708008057039,-0.004916709836150934
-0.008366790872887978,-0.004964188583734712
-0.008307971798061876,-0.0049314444598879525
-0.008257492508171805,-0.004887779811747862
-0.008300597424771707,-0.004924610694695812
-0.008326387075092635,-0.004957690438701775
-0.00827398046801065,-0.004931397126912424
-0.008226846497323007,-0.0048855785539147325
-0.008267375701101717,-0.004926100054843485
-0.008298582015190759,-0.004966285418604711
-0.008242238018588526,-0.004924389905411097
-0.008197978970647184,-0.004895312603655633
-0.008242301657793966,-0.00492648898841302
-0.008295713296765194,-0.004962775708541087
-0.008264687391321732,-0.004916557437169588
-0.008206934141075354,-0.004898541492267055
-0.00831499653430423,-0.004920489548156761
-0.008269252821989372,-0.004959045235967167
-0.008309190938739264,-0.004924901484231319
-0.008245600333295936,-0.004886785664439182
-0.008311210739974878,-0.004917680035843522
-0.008456107052250673,-0.004926733791568751
-0.008419316322293457,-0.004887889741573454
-0.008421094251339193,-0.004817962376314681
-0.00856279477201943,-0.004887725211898692
-0.008650523179369613,-0.004943996190544881
-0.00864539195644581,-0.0049289760238065946
-0.008672902206295208,-0.0049002955697521
-0.008743965181573186,-0.004946484095333791
-0.008795389620466625,-0.004996566511168292
-0.008731512300417884,-0.004993994606025577
-0.008728289267991074,-0.004974721060962119
-0.00877417293858035,-0.0050246910497970905
-0.00880037492603979,-0.005087010080414948
-0.008744333081576882,-0.005050120055980203
-0.008689781301515992,-0.005035099581534399
-0.008708557662664524,-0.005092941518959656
-0.008724325391720493,-0.005143799277708294
-0.008629239880058608,-0.005136664128620774
-0.0085672130695508,-0.0051172170934513025
-0.008569802956554632,-0.0051792010703439586
-0.008569094375195294,-0.005216413976583763
-0.008481917149107194,-0.005197819833208627
-0.008400399808034238,-0.0051806951926483226
-0.008403015452174555,-0.005240951072036233
-0.008403283391882226,-0.005287081269197663
-0.008326655660266892,-0.005266958064495771
-0.008263918378623438,-0.005248962388434105
-0.00827678003330214,-0.005294511996962917
-0.008295880273390817,-0.005340837936953271
-0.008218429650163703,-0.005317763352175238
-0.00817259340832374,-0.005286668998398927
-0.008197210240745378,-0.005303439076801283
-0.008219285620959785,-0.005340482167397792
-0.008159076463793435,-0.0053052798850988
